realisation,job_id,actual_duration_min,parent_job_id,provenance
8,J00024c0,27.5,J00024,D:lognormal_from_declared_pairing_rule
9,J00024c0,32.0,J00024,D:lognormal_from_declared_pairing_rule
10,J00024c0,23.7,J00024,D:lognormal_from_declared_pairing_rule
11,J00024c0,26.7,J00024,D:lognormal_from_declared_pairing_rule
12,J00024c0,21.4,J00024,D:lognormal_from_declared_pairing_rule
13,J00024c0,19.1,J00024,D:lognormal_from_declared_pairing_rule
14,J00024c0,12.9,J00024,D:lognormal_from_declared_pairing_rule
15,J00024c0,15.1,J00024,D:lognormal_from_declared_pairing_rule
16,J00024c0,33.0,J00024,D:lognormal_from_declared_pairing_rule
17,J00024c0,17.7,J00024,D:lognormal_from_declared_pairing_rule
18,J00024c0,27.4,J00024,D:lognormal_from_declared_pairing_rule
19,J00024c0,21.0,J00024,D:lognormal_from_declared_pairing_rule
20,J00024c0,16.9,J00024,D:lognormal_from_declared_pairing_rule
21,J00024c0,28.2,J00024,D:lognormal_from_declared_pairing_rule
22,J00024c0,31.7,J00024,D:lognormal_from_declared_pairing_rule
23,J00024c0,15.0,J00024,D:lognormal_from_declared_pairing_rule
24,J00024c0,28.1,J00024,D:lognormal_from_declared_pairing_rule
25,J00024c0,23.3,J00024,D:lognormal_from_declared_pairing_rule
26,J00024c0,23.0,J00024,D:lognormal_from_declared_pairing_rule
27,J00024c0,26.3,J00024,D:lognormal_from_declared_pairing_rule
28,J00024c0,24.9,J00024,D:lognormal_from_declared_pairing_rule
29,J00024c0,8.7,J00024,D:lognormal_from_declared_pairing_rule
0,J00024c1,8.6,J00024,D:lognormal_from_declared_pairing_rule
1,J00024c1,12.9,J00024,D:lognormal_from_declared_pairing_rule
2,J00024c1,9.8,J00024,D:lognormal_from_declared_pairing_rule
3,J00024c1,16.8,J00024,D:lognormal_from_declared_pairing_rule
4,J00024c1,12.3,J00024,D:lognormal_from_declared_pairing_rule
5,J00024c1,25.8,J00024,D:lognormal_from_declared_pairing_rule
6,J00024c1,13.8,J00024,D:lognormal_from_declared_pairing_rule
7,J00024c1,22.0,J00024,D:lognormal_from_declared_pairing_rule
8,J00024c1,14.5,J00024,D:lognormal_from_declared_pairing_rule
9,J00024c1,11.9,J00024,D:lognormal_from_declared_pairing_rule
10,J00024c1,11.6,J00024,D:lognormal_from_declared_pairing_rule
11,J00024c1,19.6,J00024,D:lognormal_from_declared_pairing_rule
12,J00024c1,14.1,J00024,D:lognormal_from_declared_pairing_rule
13,J00024c1,10.9,J00024,D:lognormal_from_declared_pairing_rule
14,J00024c1,22.2,J00024,D:lognormal_from_declared_pairing_rule
15,J00024c1,10.3,J00024,D:lognormal_from_declared_pairing_rule
16,J00024c1,19.3,J00024,D:lognormal_from_declared_pairing_rule
17,J00024c1,16.7,J00024,D:lognormal_from_declared_pairing_rule
18,J00024c1,18.8,J00024,D:lognormal_from_declared_pairing_rule
19,J00024c1,11.5,J00024,D:lognormal_from_declared_pairing_rule
20,J00024c1,14.9,J00024,D:lognormal_from_declared_pairing_rule
21,J00024c1,15.0,J00024,D:lognormal_from_declared_pairing_rule
22,J00024c1,16.2,J00024,D:lognormal_from_declared_pairing_rule
23,J00024c1,9.9,J00024,D:lognormal_from_declared_pairing_rule
24,J00024c1,12.7,J00024,D:lognormal_from_declared_pairing_rule
25,J00024c1,16.8,J00024,D:lognormal_from_declared_pairing_rule
26,J00024c1,20.0,J00024,D:lognormal_from_declared_pairing_rule
27,J00024c1,15.0,J00024,D:lognormal_from_declared_pairing_rule
28,J00024c1,18.0,J00024,D:lognormal_from_declared_pairing_rule
29,J00024c1,15.5,J00024,D:lognormal_from_declared_pairing_rule
0,J00027c0,18.6,J00027,D:lognormal_from_declared_pairing_rule
1,J00027c0,22.3,J00027,D:lognormal_from_declared_pairing_rule
2,J00027c0,25.8,J00027,D:lognormal_from_declared_pairing_rule
3,J00027c0,17.5,J00027,D:lognormal_from_declared_pairing_rule
4,J00027c0,15.4,J00027,D:lognormal_from_declared_pairing_rule
5,J00027c0,25.9,J00027,D:lognormal_from_declared_pairing_rule
6,J00027c0,20.2,J00027,D:lognormal_from_declared_pairing_rule
7,J00027c0,47.6,J00027,D:lognormal_from_declared_pairing_rule
8,J00027c0,23.0,J00027,D:lognormal_from_declared_pairing_rule
9,J00027c0,26.4,J00027,D:lognormal_from_declared_pairing_rule
10,J00027c0,13.1,J00027,D:lognormal_from_declared_pairing_rule
11,J00027c0,28.0,J00027,D:lognormal_from_declared_pairing_rule
12,J00027c0,23.4,J00027,D:lognormal_from_declared_pairing_rule
13,J00027c0,21.0,J00027,D:lognormal_from_declared_pairing_rule
14,J00027c0,27.4,J00027,D:lognormal_from_declared_pairing_rule
15,J00027c0,32.8,J00027,D:lognormal_from_declared_pairing_rule
16,J00027c0,20.7,J00027,D:lognormal_from_declared_pairing_rule
17,J00027c0,35.2,J00027,D:lognormal_from_declared_pairing_rule
18,J00027c0,17.4,J00027,D:lognormal_from_declared_pairing_rule
19,J00027c0,18.0,J00027,D:lognormal_from_declared_pairing_rule
20,J00027c0,31.2,J00027,D:lognormal_from_declared_pairing_rule
21,J00027c0,32.0,J00027,D:lognormal_from_declared_pairing_rule
22,J00027c0,24.1,J00027,D:lognormal_from_declared_pairing_rule
23,J00027c0,43.8,J00027,D:lognormal_from_declared_pairing_rule
24,J00027c0,17.1,J00027,D:lognormal_from_declared_pairing_rule
25,J00027c0,19.3,J00027,D:lognormal_from_declared_pairing_rule
26,J00027c0,14.0,J00027,D:lognormal_from_declared_pairing_rule
27,J00027c0,16.3,J00027,D:lognormal_from_declared_pairing_rule
28,J00027c0,22.7,J00027,D:lognormal_from_declared_pairing_rule
29,J00027c0,26.6,J00027,D:lognormal_from_declared_pairing_rule
0,J00027c1,16.0,J00027,D:lognormal_from_declared_pairing_rule
1,J00027c1,9.4,J00027,D:lognormal_from_declared_pairing_rule
2,J00027c1,18.2,J00027,D:lognormal_from_declared_pairing_rule
3,J00027c1,9.1,J00027,D:lognormal_from_declared_pairing_rule
4,J00027c1,16.4,J00027,D:lognormal_from_declared_pairing_rule
5,J00027c1,18.4,J00027,D:lognormal_from_declared_pairing_rule
6,J00027c1,11.1,J00027,D:lognormal_from_declared_pairing_rule
7,J00027c1,12.4,J00027,D:lognormal_from_declared_pairing_rule
8,J00027c1,20.3,J00027,D:lognormal_from_declared_pairing_rule
9,J00027c1,7.7,J00027,D:lognormal_from_declared_pairing_rule
10,J00027c1,12.9,J00027,D:lognormal_from_declared_pairing_rule
11,J00027c1,6.4,J00027,D:lognormal_from_declared_pairing_rule
12,J00027c1,13.8,J00027,D:lognormal_from_declared_pairing_rule
13,J00027c1,23.1,J00027,D:lognormal_from_declared_pairing_rule
14,J00027c1,7.5,J00027,D:lognormal_from_declared_pairing_rule
15,J00027c1,18.4,J00027,D:lognormal_from_declared_pairing_rule
16,J00027c1,14.6,J00027,D:lognormal_from_declared_pairing_rule
17,J00027c1,11.4,J00027,D:lognormal_from_declared_pairing_rule
18,J00027c1,19.2,J00027,D:lognormal_from_declared_pairing_rule
19,J00027c1,12.5,J00027,D:lognormal_from_declared_pairing_rule
20,J00027c1,14.4,J00027,D:lognormal_from_declared_pairing_rule
21,J00027c1,14.9,J00027,D:lognormal_from_declared_pairing_rule
22,J00027c1,12.1,J00027,D:lognormal_from_declared_pairing_rule
23,J00027c1,14.9,J00027,D:lognormal_from_declared_pairing_rule
24,J00027c1,17.4,J00027,D:lognormal_from_declared_pairing_rule
25,J00027c1,21.7,J00027,D:lognormal_from_declared_pairing_rule
26,J00027c1,18.7,J00027,D:lognormal_from_declared_pairing_rule
27,J00027c1,14.2,J00027,D:lognormal_from_declared_pairing_rule
28,J00027c1,15.3,J00027,D:lognormal_from_declared_pairing_rule
29,J00027c1,21.2,J00027,D:lognormal_from_declared_pairing_rule
0,J00032c0,25.3,J00032,D:lognormal_from_declared_pairing_rule
1,J00032c0,29.1,J00032,D:lognormal_from_declared_pairing_rule
2,J00032c0,21.3,J00032,D:lognormal_from_declared_pairing_rule
3,J00032c0,22.8,J00032,D:lognormal_from_declared_pairing_rule
4,J00032c0,15.1,J00032,D:lognormal_from_declared_pairing_rule
5,J00032c0,26.8,J00032,D:lognormal_from_declared_pairing_rule
6,J00032c0,37.5,J00032,D:lognormal_from_declared_pairing_rule
7,J00032c0,19.6,J00032,D:lognormal_from_declared_pairing_rule
8,J00032c0,14.4,J00032,D:lognormal_from_declared_pairing_rule
9,J00032c0,32.5,J00032,D:lognormal_from_declared_pairing_rule
10,J00032c0,17.2,J00032,D:lognormal_from_declared_pairing_rule
11,J00032c0,28.6,J00032,D:lognormal_from_declared_pairing_rule
12,J00032c0,37.4,J00032,D:lognormal_from_declared_pairing_rule
13,J00032c0,24.9,J00032,D:lognormal_from_declared_pairing_rule
14,J00032c0,32.3,J00032,D:lognormal_from_declared_pairing_rule
15,J00032c0,30.8,J00032,D:lognormal_from_declared_pairing_rule
16,J00032c0,25.7,J00032,D:lognormal_from_declared_pairing_rule
17,J00032c0,26.5,J00032,D:lognormal_from_declared_pairing_rule
18,J00032c0,20.6,J00032,D:lognormal_from_declared_pairing_rule
19,J00032c0,37.5,J00032,D:lognormal_from_declared_pairing_rule
20,J00032c0,23.8,J00032,D:lognormal_from_declared_pairing_rule
21,J00032c0,20.6,J00032,D:lognormal_from_declared_pairing_rule
22,J00032c0,23.3,J00032,D:lognormal_from_declared_pairing_rule
23,J00032c0,17.1,J00032,D:lognormal_from_declared_pairing_rule
24,J00032c0,12.0,J00032,D:lognormal_from_declared_pairing_rule
25,J00032c0,20.0,J00032,D:lognormal_from_declared_pairing_rule
26,J00032c0,20.9,J00032,D:lognormal_from_declared_pairing_rule
27,J00032c0,24.0,J00032,D:lognormal_from_declared_pairing_rule
28,J00032c0,30.5,J00032,D:lognormal_from_declared_pairing_rule
29,J00032c0,21.5,J00032,D:lognormal_from_declared_pairing_rule
0,J00032c1,18.0,J00032,D:lognormal_from_declared_pairing_rule
1,J00032c1,11.0,J00032,D:lognormal_from_declared_pairing_rule
2,J00032c1,23.5,J00032,D:lognormal_from_declared_pairing_rule
3,J00032c1,10.1,J00032,D:lognormal_from_declared_pairing_rule
4,J00032c1,11.0,J00032,D:lognormal_from_declared_pairing_rule
5,J00032c1,8.9,J00032,D:lognormal_from_declared_pairing_rule
6,J00032c1,9.9,J00032,D:lognormal_from_declared_pairing_rule
7,J00032c1,14.9,J00032,D:lognormal_from_declared_pairing_rule
8,J00032c1,16.7,J00032,D:lognormal_from_declared_pairing_rule
9,J00032c1,10.4,J00032,D:lognormal_from_declared_pairing_rule
10,J00032c1,10.4,J00032,D:lognormal_from_declared_pairing_rule
11,J00032c1,17.9,J00032,D:lognormal_from_declared_pairing_rule
12,J00032c1,10.1,J00032,D:lognormal_from_declared_pairing_rule
13,J00032c1,9.9,J00032,D:lognormal_from_declared_pairing_rule
14,J00032c1,14.4,J00032,D:lognormal_from_declared_pairing_rule
15,J00032c1,8.9,J00032,D:lognormal_from_declared_pairing_rule
16,J00032c1,29.2,J00032,D:lognormal_from_declared_pairing_rule
17,J00032c1,19.5,J00032,D:lognormal_from_declared_pairing_rule
18,J00032c1,10.4,J00032,D:lognormal_from_declared_pairing_rule
19,J00032c1,12.6,J00032,D:lognormal_from_declared_pairing_rule
20,J00032c1,16.4,J00032,D:lognormal_from_declared_pairing_rule
21,J00032c1,13.8,J00032,D:lognormal_from_declared_pairing_rule
22,J00032c1,13.4,J00032,D:lognormal_from_declared_pairing_rule
23,J00032c1,20.0,J00032,D:lognormal_from_declared_pairing_rule
24,J00032c1,14.4,J00032,D:lognormal_from_declared_pairing_rule
25,J00032c1,12.2,J00032,D:lognormal_from_declared_pairing_rule
26,J00032c1,15.2,J00032,D:lognormal_from_declared_pairing_rule
27,J00032c1,17.9,J00032,D:lognormal_from_declared_pairing_rule
28,J00032c1,10.0,J00032,D:lognormal_from_declared_pairing_rule
29,J00032c1,27.7,J00032,D:lognormal_from_declared_pairing_rule
0,J00047c0,29.0,J00047,D:lognormal_from_declared_pairing_rule
1,J00047c0,30.9,J00047,D:lognormal_from_declared_pairing_rule
2,J00047c0,29.4,J00047,D:lognormal_from_declared_pairing_rule
3,J00047c0,25.3,J00047,D:lognormal_from_declared_pairing_rule
4,J00047c0,21.5,J00047,D:lognormal_from_declared_pairing_rule
5,J00047c0,17.1,J00047,D:lognormal_from_declared_pairing_rule
6,J00047c0,15.4,J00047,D:lognormal_from_declared_pairing_rule
7,J00047c0,26.0,J00047,D:lognormal_from_declared_pairing_rule
8,J00047c0,12.3,J00047,D:lognormal_from_declared_pairing_rule
9,J00047c0,20.7,J00047,D:lognormal_from_declared_pairing_rule
10,J00047c0,48.6,J00047,D:lognormal_from_declared_pairing_rule
11,J00047c0,29.7,J00047,D:lognormal_from_declared_pairing_rule
12,J00047c0,28.5,J00047,D:lognormal_from_declared_pairing_rule
13,J00047c0,17.3,J00047,D:lognormal_from_declared_pairing_rule
14,J00047c0,21.0,J00047,D:lognormal_from_declared_pairing_rule
15,J00047c0,61.6,J00047,D:lognormal_from_declared_pairing_rule
16,J00047c0,16.4,J00047,D:lognormal_from_declared_pairing_rule
17,J00047c0,27.2,J00047,D:lognormal_from_declared_pairing_rule
18,J00047c0,35.5,J00047,D:lognormal_from_declared_pairing_rule
19,J00047c0,42.4,J00047,D:lognormal_from_declared_pairing_rule
20,J00047c0,22.2,J00047,D:lognormal_from_declared_pairing_rule
21,J00047c0,15.4,J00047,D:lognormal_from_declared_pairing_rule
22,J00047c0,18.5,J00047,D:lognormal_from_declared_pairing_rule
23,J00047c0,30.0,J00047,D:lognormal_from_declared_pairing_rule
24,J00047c0,14.8,J00047,D:lognormal_from_declared_pairing_rule
25,J00047c0,38.9,J00047,D:lognormal_from_declared_pairing_rule
26,J00047c0,18.2,J00047,D:lognormal_from_declared_pairing_rule
27,J00047c0,39.9,J00047,D:lognormal_from_declared_pairing_rule
28,J00047c0,35.2,J00047,D:lognormal_from_declared_pairing_rule
29,J00047c0,15.1,J00047,D:lognormal_from_declared_pairing_rule
0,J00047c1,16.8,J00047,D:lognormal_from_declared_pairing_rule
1,J00047c1,9.3,J00047,D:lognormal_from_declared_pairing_rule
2,J00047c1,21.5,J00047,D:lognormal_from_declared_pairing_rule
3,J00047c1,17.6,J00047,D:lognormal_from_declared_pairing_rule
4,J00047c1,19.8,J00047,D:lognormal_from_declared_pairing_rule
5,J00047c1,20.2,J00047,D:lognormal_from_declared_pairing_rule
6,J00047c1,13.4,J00047,D:lognormal_from_declared_pairing_rule
7,J00047c1,11.0,J00047,D:lognormal_from_declared_pairing_rule
8,J00047c1,8.9,J00047,D:lognormal_from_declared_pairing_rule
9,J00047c1,14.0,J00047,D:lognormal_from_declared_pairing_rule
10,J00047c1,16.7,J00047,D:lognormal_from_declared_pairing_rule
11,J00047c1,12.5,J00047,D:lognormal_from_declared_pairing_rule
12,J00047c1,15.6,J00047,D:lognormal_from_declared_pairing_rule
13,J00047c1,20.9,J00047,D:lognormal_from_declared_pairing_rule
14,J00047c1,8.8,J00047,D:lognormal_from_declared_pairing_rule
15,J00047c1,7.9,J00047,D:lognormal_from_declared_pairing_rule
16,J00047c1,16.5,J00047,D:lognormal_from_declared_pairing_rule
17,J00047c1,10.7,J00047,D:lognormal_from_declared_pairing_rule
18,J00047c1,20.7,J00047,D:lognormal_from_declared_pairing_rule
19,J00047c1,15.7,J00047,D:lognormal_from_declared_pairing_rule
20,J00047c1,14.4,J00047,D:lognormal_from_declared_pairing_rule
21,J00047c1,13.3,J00047,D:lognormal_from_declared_pairing_rule
22,J00047c1,16.2,J00047,D:lognormal_from_declared_pairing_rule
23,J00047c1,21.4,J00047,D:lognormal_from_declared_pairing_rule
24,J00047c1,15.5,J00047,D:lognormal_from_declared_pairing_rule
25,J00047c1,16.4,J00047,D:lognormal_from_declared_pairing_rule
26,J00047c1,9.3,J00047,D:lognormal_from_declared_pairing_rule
27,J00047c1,9.1,J00047,D:lognormal_from_declared_pairing_rule
28,J00047c1,15.0,J00047,D:lognormal_from_declared_pairing_rule
29,J00047c1,12.3,J00047,D:lognormal_from_declared_pairing_rule
0,J00052c0,29.1,J00052,D:lognormal_from_declared_pairing_rule
1,J00052c0,18.7,J00052,D:lognormal_from_declared_pairing_rule
2,J00052c0,30.5,J00052,D:lognormal_from_declared_pairing_rule
3,J00052c0,29.0,J00052,D:lognormal_from_declared_pairing_rule
4,J00052c0,27.6,J00052,D:lognormal_from_declared_pairing_rule
5,J00052c0,14.7,J00052,D:lognormal_from_declared_pairing_rule
6,J00052c0,22.5,J00052,D:lognormal_from_declared_pairing_rule
7,J00052c0,21.7,J00052,D:lognormal_from_declared_pairing_rule
8,J00052c0,31.7,J00052,D:lognormal_from_declared_pairing_rule
9,J00052c0,17.5,J00052,D:lognormal_from_declared_pairing_rule
10,J00052c0,17.2,J00052,D:lognormal_from_declared_pairing_rule
11,J00052c0,21.7,J00052,D:lognormal_from_declared_pairing_rule
12,J00052c0,28.9,J00052,D:lognormal_from_declared_pairing_rule
13,J00052c0,20.1,J00052,D:lognormal_from_declared_pairing_rule
14,J00052c0,17.6,J00052,D:lognormal_from_declared_pairing_rule
15,J00052c0,24.6,J00052,D:lognormal_from_declared_pairing_rule
16,J00052c0,24.1,J00052,D:lognormal_from_declared_pairing_rule
17,J00052c0,21.3,J00052,D:lognormal_from_declared_pairing_rule
18,J00052c0,17.8,J00052,D:lognormal_from_declared_pairing_rule
19,J00052c0,30.3,J00052,D:lognormal_from_declared_pairing_rule
20,J00052c0,25.4,J00052,D:lognormal_from_declared_pairing_rule
21,J00052c0,26.6,J00052,D:lognormal_from_declared_pairing_rule
22,J00052c0,20.9,J00052,D:lognormal_from_declared_pairing_rule
23,J00052c0,31.7,J00052,D:lognormal_from_declared_pairing_rule
24,J00052c0,11.1,J00052,D:lognormal_from_declared_pairing_rule
25,J00052c0,40.1,J00052,D:lognormal_from_declared_pairing_rule
26,J00052c0,24.4,J00052,D:lognormal_from_declared_pairing_rule
27,J00052c0,33.3,J00052,D:lognormal_from_declared_pairing_rule
28,J00052c0,23.5,J00052,D:lognormal_from_declared_pairing_rule
29,J00052c0,40.3,J00052,D:lognormal_from_declared_pairing_rule
0,J00052c1,11.6,J00052,D:lognormal_from_declared_pairing_rule
1,J00052c1,22.0,J00052,D:lognormal_from_declared_pairing_rule
2,J00052c1,18.0,J00052,D:lognormal_from_declared_pairing_rule
3,J00052c1,17.3,J00052,D:lognormal_from_declared_pairing_rule
4,J00052c1,11.1,J00052,D:lognormal_from_declared_pairing_rule
5,J00052c1,15.8,J00052,D:lognormal_from_declared_pairing_rule
6,J00052c1,20.1,J00052,D:lognormal_from_declared_pairing_rule
7,J00052c1,13.5,J00052,D:lognormal_from_declared_pairing_rule
8,J00052c1,11.5,J00052,D:lognormal_from_declared_pairing_rule
9,J00052c1,10.5,J00052,D:lognormal_from_declared_pairing_rule
10,J00052c1,13.7,J00052,D:lognormal_from_declared_pairing_rule
11,J00052c1,19.3,J00052,D:lognormal_from_declared_pairing_rule
12,J00052c1,10.1,J00052,D:lognormal_from_declared_pairing_rule
13,J00052c1,12.3,J00052,D:lognormal_from_declared_pairing_rule
14,J00052c1,19.4,J00052,D:lognormal_from_declared_pairing_rule
15,J00052c1,27.6,J00052,D:lognormal_from_declared_pairing_rule
16,J00052c1,9.1,J00052,D:lognormal_from_declared_pairing_rule
17,J00052c1,12.5,J00052,D:lognormal_from_declared_pairing_rule
18,J00052c1,18.2,J00052,D:lognormal_from_declared_pairing_rule
19,J00052c1,12.4,J00052,D:lognormal_from_declared_pairing_rule
20,J00052c1,15.4,J00052,D:lognormal_from_declared_pairing_rule
21,J00052c1,15.1,J00052,D:lognormal_from_declared_pairing_rule
22,J00052c1,13.0,J00052,D:lognormal_from_declared_pairing_rule
23,J00052c1,11.2,J00052,D:lognormal_from_declared_pairing_rule
24,J00052c1,11.6,J00052,D:lognormal_from_declared_pairing_rule
25,J00052c1,13.5,J00052,D:lognormal_from_declared_pairing_rule
26,J00052c1,12.7,J00052,D:lognormal_from_declared_pairing_rule
27,J00052c1,13.4,J00052,D:lognormal_from_declared_pairing_rule
28,J00052c1,11.6,J00052,D:lognormal_from_declared_pairing_rule
29,J00052c1,12.5,J00052,D:lognormal_from_declared_pairing_rule
0,J00062c0,42.9,J00062,D:lognormal_from_declared_pairing_rule
1,J00062c0,20.9,J00062,D:lognormal_from_declared_pairing_rule
2,J00062c0,24.0,J00062,D:lognormal_from_declared_pairing_rule
3,J00062c0,38.0,J00062,D:lognormal_from_declared_pairing_rule
4,J00062c0,24.4,J00062,D:lognormal_from_declared_pairing_rule
5,J00062c0,24.9,J00062,D:lognormal_from_declared_pairing_rule
6,J00062c0,42.0,J00062,D:lognormal_from_declared_pairing_rule
7,J00062c0,41.2,J00062,D:lognormal_from_declared_pairing_rule
8,J00062c0,31.6,J00062,D:lognormal_from_declared_pairing_rule
9,J00062c0,31.9,J00062,D:lognormal_from_declared_pairing_rule
10,J00062c0,12.3,J00062,D:lognormal_from_declared_pairing_rule
11,J00062c0,29.1,J00062,D:lognormal_from_declared_pairing_rule
12,J00062c0,34.8,J00062,D:lognormal_from_declared_pairing_rule
13,J00062c0,20.2,J00062,D:lognormal_from_declared_pairing_rule
14,J00062c0,31.8,J00062,D:lognormal_from_declared_pairing_rule
15,J00062c0,46.4,J00062,D:lognormal_from_declared_pairing_rule
16,J00062c0,41.3,J00062,D:lognormal_from_declared_pairing_rule
17,J00062c0,24.4,J00062,D:lognormal_from_declared_pairing_rule
18,J00062c0,25.7,J00062,D:lognormal_from_declared_pairing_rule
19,J00062c0,35.3,J00062,D:lognormal_from_declared_pairing_rule
20,J00062c0,38.5,J00062,D:lognormal_from_declared_pairing_rule
21,J00062c0,32.3,J00062,D:lognormal_from_declared_pairing_rule
22,J00062c0,22.5,J00062,D:lognormal_from_declared_pairing_rule
23,J00062c0,19.6,J00062,D:lognormal_from_declared_pairing_rule
24,J00062c0,35.2,J00062,D:lognormal_from_declared_pairing_rule
25,J00062c0,40.4,J00062,D:lognormal_from_declared_pairing_rule
26,J00062c0,27.2,J00062,D:lognormal_from_declared_pairing_rule
27,J00062c0,39.6,J00062,D:lognormal_from_declared_pairing_rule
28,J00062c0,43.0,J00062,D:lognormal_from_declared_pairing_rule
29,J00062c0,34.8,J00062,D:lognormal_from_declared_pairing_rule
0,J00062c1,13.6,J00062,D:lognormal_from_declared_pairing_rule
1,J00062c1,13.4,J00062,D:lognormal_from_declared_pairing_rule
2,J00062c1,15.7,J00062,D:lognormal_from_declared_pairing_rule
3,J00062c1,20.5,J00062,D:lognormal_from_declared_pairing_rule
4,J00062c1,20.2,J00062,D:lognormal_from_declared_pairing_rule
5,J00062c1,17.2,J00062,D:lognormal_from_declared_pairing_rule
6,J00062c1,18.0,J00062,D:lognormal_from_declared_pairing_rule
7,J00062c1,15.1,J00062,D:lognormal_from_declared_pairing_rule
8,J00062c1,30.5,J00062,D:lognormal_from_declared_pairing_rule
9,J00062c1,9.3,J00062,D:lognormal_from_declared_pairing_rule
10,J00062c1,27.0,J00062,D:lognormal_from_declared_pairing_rule
11,J00062c1,12.8,J00062,D:lognormal_from_declared_pairing_rule
12,J00062c1,30.5,J00062,D:lognormal_from_declared_pairing_rule
13,J00062c1,16.1,J00062,D:lognormal_from_declared_pairing_rule
14,J00062c1,13.5,J00062,D:lognormal_from_declared_pairing_rule
15,J00062c1,26.0,J00062,D:lognormal_from_declared_pairing_rule
16,J00062c1,23.4,J00062,D:lognormal_from_declared_pairing_rule
17,J00062c1,20.6,J00062,D:lognormal_from_declared_pairing_rule
18,J00062c1,16.9,J00062,D:lognormal_from_declared_pairing_rule
19,J00062c1,17.0,J00062,D:lognormal_from_declared_pairing_rule
20,J00062c1,31.1,J00062,D:lognormal_from_declared_pairing_rule
21,J00062c1,15.8,J00062,D:lognormal_from_declared_pairing_rule
22,J00062c1,15.3,J00062,D:lognormal_from_declared_pairing_rule
23,J00062c1,17.3,J00062,D:lognormal_from_declared_pairing_rule
24,J00062c1,24.7,J00062,D:lognormal_from_declared_pairing_rule
25,J00062c1,17.1,J00062,D:lognormal_from_declared_pairing_rule
26,J00062c1,24.2,J00062,D:lognormal_from_declared_pairing_rule
27,J00062c1,36.3,J00062,D:lognormal_from_declared_pairing_rule
28,J00062c1,20.8,J00062,D:lognormal_from_declared_pairing_rule
29,J00062c1,14.1,J00062,D:lognormal_from_declared_pairing_rule
0,J00063c0,30.7,J00063,D:lognormal_from_declared_pairing_rule
1,J00063c0,16.2,J00063,D:lognormal_from_declared_pairing_rule
2,J00063c0,27.8,J00063,D:lognormal_from_declared_pairing_rule
3,J00063c0,26.6,J00063,D:lognormal_from_declared_pairing_rule
4,J00063c0,27.1,J00063,D:lognormal_from_declared_pairing_rule
5,J00063c0,28.4,J00063,D:lognormal_from_declared_pairing_rule
6,J00063c0,27.8,J00063,D:lognormal_from_declared_pairing_rule
7,J00063c0,11.7,J00063,D:lognormal_from_declared_pairing_rule
8,J00063c0,28.6,J00063,D:lognormal_from_declared_pairing_rule
9,J00063c0,20.3,J00063,D:lognormal_from_declared_pairing_rule
10,J00063c0,34.5,J00063,D:lognormal_from_declared_pairing_rule
11,J00063c0,23.6,J00063,D:lognormal_from_declared_pairing_rule
12,J00063c0,43.2,J00063,D:lognormal_from_declared_pairing_rule
13,J00063c0,37.8,J00063,D:lognormal_from_declared_pairing_rule
14,J00063c0,26.4,J00063,D:lognormal_from_declared_pairing_rule
15,J00063c0,43.7,J00063,D:lognormal_from_declared_pairing_rule
16,J00063c0,22.8,J00063,D:lognormal_from_declared_pairing_rule
17,J00063c0,22.6,J00063,D:lognormal_from_declared_pairing_rule
18,J00063c0,18.2,J00063,D:lognormal_from_declared_pairing_rule
19,J00063c0,34.1,J00063,D:lognormal_from_declared_pairing_rule
20,J00063c0,24.3,J00063,D:lognormal_from_declared_pairing_rule
21,J00063c0,27.1,J00063,D:lognormal_from_declared_pairing_rule
22,J00063c0,23.2,J00063,D:lognormal_from_declared_pairing_rule
23,J00063c0,11.0,J00063,D:lognormal_from_declared_pairing_rule
24,J00063c0,13.6,J00063,D:lognormal_from_declared_pairing_rule
25,J00063c0,31.8,J00063,D:lognormal_from_declared_pairing_rule
26,J00063c0,18.0,J00063,D:lognormal_from_declared_pairing_rule
27,J00063c0,41.8,J00063,D:lognormal_from_declared_pairing_rule
28,J00063c0,17.3,J00063,D:lognormal_from_declared_pairing_rule
29,J00063c0,14.4,J00063,D:lognormal_from_declared_pairing_rule
0,J00063c1,20.2,J00063,D:lognormal_from_declared_pairing_rule
1,J00063c1,14.8,J00063,D:lognormal_from_declared_pairing_rule
2,J00063c1,29.0,J00063,D:lognormal_from_declared_pairing_rule
3,J00063c1,10.1,J00063,D:lognormal_from_declared_pairing_rule
4,J00063c1,15.3,J00063,D:lognormal_from_declared_pairing_rule
5,J00063c1,10.8,J00063,D:lognormal_from_declared_pairing_rule
6,J00063c1,8.5,J00063,D:lognormal_from_declared_pairing_rule
7,J00063c1,11.0,J00063,D:lognormal_from_declared_pairing_rule
8,J00063c1,9.3,J00063,D:lognormal_from_declared_pairing_rule
9,J00063c1,12.8,J00063,D:lognormal_from_declared_pairing_rule
10,J00063c1,16.6,J00063,D:lognormal_from_declared_pairing_rule
11,J00063c1,5.0,J00063,D:lognormal_from_declared_pairing_rule
12,J00063c1,12.5,J00063,D:lognormal_from_declared_pairing_rule
13,J00063c1,8.2,J00063,D:lognormal_from_declared_pairing_rule
14,J00063c1,9.0,J00063,D:lognormal_from_declared_pairing_rule
15,J00063c1,12.0,J00063,D:lognormal_from_declared_pairing_rule
16,J00063c1,18.8,J00063,D:lognormal_from_declared_pairing_rule
