train_number,train_name,station_code,arrival_min,departure_min,day,stop_seq
16322,Tiruvananthapuram Bangalore Weekly Express,TNT,232,232,2,11
16322,Tiruvananthapuram Bangalore Weekly Express,DSPT,238,238,2,12
16322,Tiruvananthapuram Bangalore Weekly Express,LCR,245,245,2,13
16322,Tiruvananthapuram Bangalore Weekly Express,BQI,252,252,2,14
16322,Tiruvananthapuram Bangalore Weekly Express,BDY,260,260,2,15
16322,Tiruvananthapuram Bangalore Weekly Express,TNGR,264,264,2,16
16322,Tiruvananthapuram Bangalore Weekly Express,MAP,269,269,2,17
16322,Tiruvananthapuram Bangalore Weekly Express,DPI,275,275,2,18
16322,Tiruvananthapuram Bangalore Weekly Express,DST,281,281,2,19
16322,Tiruvananthapuram Bangalore Weekly Express,SLY,287,287,2,20
16322,Tiruvananthapuram Bangalore Weekly Express,KNNT,292,292,2,21
16322,Tiruvananthapuram Bangalore Weekly Express,KEY,296,296,2,22
16322,Tiruvananthapuram Bangalore Weekly Express,TPT,303,305,2,23
16322,Tiruvananthapuram Bangalore Weekly Express,JTJ,313,313,2,24
12679,ChennaiCentral-Coimbatore InterCity,JTJ,1053,1055,1,0
12679,ChennaiCentral-Coimbatore InterCity,TPT,1060,1060,1,1
12679,ChennaiCentral-Coimbatore InterCity,KEY,1068,1068,1,2
12679,ChennaiCentral-Coimbatore InterCity,KNNT,1073,1073,1,3
12679,ChennaiCentral-Coimbatore InterCity,SLY,1077,1077,1,4
12679,ChennaiCentral-Coimbatore InterCity,DST,1084,1084,1,5
12679,ChennaiCentral-Coimbatore InterCity,DPI,1090,1090,1,6
12679,ChennaiCentral-Coimbatore InterCity,MAP,1094,1095,1,7
12679,ChennaiCentral-Coimbatore InterCity,TNGR,1100,1100,1,8
12679,ChennaiCentral-Coimbatore InterCity,BDY,1106,1106,1,9
12679,ChennaiCentral-Coimbatore InterCity,BQI,1114,1115,1,10
12679,ChennaiCentral-Coimbatore InterCity,LCR,1125,1125,1,11
12679,ChennaiCentral-Coimbatore InterCity,DSPT,1134,1134,1,12
12679,ChennaiCentral-Coimbatore InterCity,TNT,1141,1141,1,13
12679,ChennaiCentral-Coimbatore InterCity,KPPR,1150,1150,1,14
12679,ChennaiCentral-Coimbatore InterCity,MGSJ,1153,1153,1,15
12679,ChennaiCentral-Coimbatore InterCity,SA,1157,1160,1,16
12679,ChennaiCentral-Coimbatore InterCity,NEA,1167,1167,1,17
12679,ChennaiCentral-Coimbatore InterCity,VRPD,1170,1170,1,18
12679,ChennaiCentral-Coimbatore InterCity,DC,1181,1181,1,19
12679,ChennaiCentral-Coimbatore InterCity,MVPM,1193,1193,1,20
12679,ChennaiCentral-Coimbatore InterCity,SGE,1198,1198,1,21
12679,ChennaiCentral-Coimbatore InterCity,ANU,1206,1206,1,22
12679,ChennaiCentral-Coimbatore InterCity,CV,1215,1215,1,23
12679,ChennaiCentral-Coimbatore InterCity,ED,1220,1225,1,24
06621,Coimbatore-Yesvantpur SF Special,ED,445,450,1,0
06621,Coimbatore-Yesvantpur SF Special,CV,454,454,1,1
06621,Coimbatore-Yesvantpur SF Special,ANU,463,463,1,2
06621,Coimbatore-Yesvantpur SF Special,SGE,470,470,1,3
06621,Coimbatore-Yesvantpur SF Special,MVPM,475,475,1,4
06621,Coimbatore-Yesvantpur SF Special,DC,486,486,1,5
06621,Coimbatore-Yesvantpur SF Special,VRPD,495,495,1,6
06621,Coimbatore-Yesvantpur SF Special,NEA,498,498,1,7
06621,Coimbatore-Yesvantpur SF Special,SA,505,510,1,8
06621,Coimbatore-Yesvantpur SF Special,MGSJ,512,512,1,9
06621,Coimbatore-Yesvantpur SF Special,KPPR,515,515,1,10
06621,Coimbatore-Yesvantpur SF Special,TNT,522,522,1,11
06621,Coimbatore-Yesvantpur SF Special,DSPT,528,528,1,12
06621,Coimbatore-Yesvantpur SF Special,LCR,535,535,1,13
06621,Coimbatore-Yesvantpur SF Special,BQI,542,542,1,14
06621,Coimbatore-Yesvantpur SF Special,BDY,550,550,1,15
06621,Coimbatore-Yesvantpur SF Special,TNGR,554,554,1,16
06621,Coimbatore-Yesvantpur SF Special,MAP,558,560,1,17
06621,Coimbatore-Yesvantpur SF Special,DPI,566,566,1,18
06621,Coimbatore-Yesvantpur SF Special,DST,573,573,1,19
06621,Coimbatore-Yesvantpur SF Special,SLY,580,580,1,20
06621,Coimbatore-Yesvantpur SF Special,KNNT,585,585,1,21
06621,Coimbatore-Yesvantpur SF Special,KEY,590,590,1,22
06621,Coimbatore-Yesvantpur SF Special,TPT,598,600,1,23
06621,Coimbatore-Yesvantpur SF Special,JTJ,607,607,1,24
12685,Chennai - Mangalore Express,JTJ,1197,1197,1,0
12685,Chennai - Mangalore Express,TPT,1203,1203,1,1
12685,Chennai - Mangalore Express,KEY,1212,1212,1,2
12685,Chennai - Mangalore Express,KNNT,1216,1216,1,3
12685,Chennai - Mangalore Express,SLY,1221,1221,1,4
12685,Chennai - Mangalore Express,DST,1228,1228,1,5
12685,Chennai - Mangalore Express,DPI,1235,1235,1,6
12685,Chennai - Mangalore Express,MAP,1239,1240,1,7
12685,Chennai - Mangalore Express,TNGR,1245,1245,1,8
12685,Chennai - Mangalore Express,BDY,1251,1251,1,9
12685,Chennai - Mangalore Express,BQI,1259,1259,1,10
12685,Chennai - Mangalore Express,LCR,1268,1268,1,11
12685,Chennai - Mangalore Express,DSPT,1275,1275,1,12
12685,Chennai - Mangalore Express,TNT,1281,1281,1,13
12685,Chennai - Mangalore Express,KPPR,1290,1290,1,14
12685,Chennai - Mangalore Express,MGSJ,1293,1293,1,15
12685,Chennai - Mangalore Express,SA,1295,1300,1,16
12685,Chennai - Mangalore Express,NEA,1307,1307,1,17
12685,Chennai - Mangalore Express,VRPD,1310,1310,1,18
12685,Chennai - Mangalore Express,DC,1321,1321,1,19
12685,Chennai - Mangalore Express,MVPM,1333,1333,1,20
12685,Chennai - Mangalore Express,SGE,1338,1338,1,21
12685,Chennai - Mangalore Express,ANU,1346,1346,1,22
12685,Chennai - Mangalore Express,CV,1355,1355,1,23
12685,Chennai - Mangalore Express,ED,1360,1365,1,24
12686,Mangalore - Chennai Express,ED,100,105,2,0
12686,Mangalore - Chennai Express,CV,109,109,2,1
12686,Mangalore - Chennai Express,ANU,118,118,2,2
12686,Mangalore - Chennai Express,SGE,125,125,2,3
12686,Mangalore - Chennai Express,MVPM,130,130,2,4
12686,Mangalore - Chennai Express,DC,141,141,2,5
12686,Mangalore - Chennai Express,VRPD,150,150,2,6
12686,Mangalore - Chennai Express,NEA,153,153,2,7
12686,Mangalore - Chennai Express,SA,160,165,2,8
12686,Mangalore - Chennai Express,MGSJ,168,168,2,9
12686,Mangalore - Chennai Express,KPPR,170,170,2,10
12686,Mangalore - Chennai Express,TNT,179,179,2,11
12686,Mangalore - Chennai Express,DSPT,184,184,2,12
12686,Mangalore - Chennai Express,LCR,192,192,2,13
12686,Mangalore - Chennai Express,BQI,201,201,2,14
12686,Mangalore - Chennai Express,BDY,209,209,2,15
12686,Mangalore - Chennai Express,TNGR,214,214,2,16
12686,Mangalore - Chennai Express,MAP,219,220,2,17
12686,Mangalore - Chennai Express,DPI,227,227,2,18
12686,Mangalore - Chennai Express,DST,234,234,2,19
12686,Mangalore - Chennai Express,SLY,242,242,2,20
12686,Mangalore - Chennai Express,KNNT,247,247,2,21
12686,Mangalore - Chennai Express,KEY,253,253,2,22
12686,Mangalore - Chennai Express,TPT,263,263,2,23
12686,Mangalore - Chennai Express,JTJ,269,269,2,24
12681,Chennai-Coimbatore Express,JTJ,91,91,2,0
12681,Chennai-Coimbatore Express,TPT,97,97,2,1
12681,Chennai-Coimbatore Express,KEY,106,106,2,2
12681,Chennai-Coimbatore Express,KNNT,111,111,2,3
12681,Chennai-Coimbatore Express,SLY,117,117,2,4
12681,Chennai-Coimbatore Express,DST,124,124,2,5
12681,Chennai-Coimbatore Express,DPI,131,131,2,6
12681,Chennai-Coimbatore Express,MAP,137,137,2,7
12681,Chennai-Coimbatore Express,TNGR,142,142,2,8
12681,Chennai-Coimbatore Express,BDY,148,148,2,9
12681,Chennai-Coimbatore Express,BQI,156,156,2,10
12681,Chennai-Coimbatore Express,LCR,164,164,2,11
12681,Chennai-Coimbatore Express,DSPT,172,172,2,12
12681,Chennai-Coimbatore Express,TNT,178,178,2,13
12681,Chennai-Coimbatore Express,KPPR,187,187,2,14
12681,Chennai-Coimbatore Express,MGSJ,189,189,2,15
12681,Chennai-Coimbatore Express,SA,190,195,2,16
12681,Chennai-Coimbatore Express,NEA,203,203,2,17
12681,Chennai-Coimbatore Express,VRPD,206,206,2,18
12681,Chennai-Coimbatore Express,DC,217,217,2,19
12681,Chennai-Coimbatore Express,MVPM,231,231,2,20
12681,Chennai-Coimbatore Express,SGE,236,236,2,21
12681,Chennai-Coimbatore Express,ANU,244,244,2,22
12681,Chennai-Coimbatore Express,CV,255,255,2,23
12681,Chennai-Coimbatore Express,ED,260,265,2,24
16734,Okha-Rameswaram Express,JTJ,578,580,3,0
16734,Okha-Rameswaram Express,TPT,586,586,3,1
16734,Okha-Rameswaram Express,KEY,595,595,3,2
16734,Okha-Rameswaram Express,KNNT,599,599,3,3
16734,Okha-Rameswaram Express,SLY,604,604,3,4
16734,Okha-Rameswaram Express,DST,611,611,3,5
16734,Okha-Rameswaram Express,DPI,618,618,3,6
16734,Okha-Rameswaram Express,MAP,624,624,3,7
16734,Okha-Rameswaram Express,TNGR,629,629,3,8
16734,Okha-Rameswaram Express,BDY,634,634,3,9
16734,Okha-Rameswaram Express,BQI,642,642,3,10
16734,Okha-Rameswaram Express,LCR,650,650,3,11
16734,Okha-Rameswaram Express,DSPT,657,657,3,12
16734,Okha-Rameswaram Express,TNT,663,663,3,13
16734,Okha-Rameswaram Express,KPPR,671,671,3,14
16734,Okha-Rameswaram Express,MGSJ,674,674,3,15
16734,Okha-Rameswaram Express,SA,675,680,3,16
16734,Okha-Rameswaram Express,NEA,687,687,3,17
16734,Okha-Rameswaram Express,VRPD,690,690,3,18
16734,Okha-Rameswaram Express,DC,700,700,3,19
16734,Okha-Rameswaram Express,MVPM,712,712,3,20
16734,Okha-Rameswaram Express,SGE,717,717,3,21
16734,Okha-Rameswaram Express,ANU,725,725,3,22
16734,Okha-Rameswaram Express,CV,735,735,3,23
16734,Okha-Rameswaram Express,ED,740,750,3,24
12695,Chennai-Trivandrum SuperFast Express,JTJ,1118,1120,1,0
12695,Chennai-Trivandrum SuperFast Express,TPT,1125,1125,1,1
12695,Chennai-Trivandrum SuperFast Express,KEY,1133,1133,1,2
12695,Chennai-Trivandrum SuperFast Express,KNNT,1137,1137,1,3
12695,Chennai-Trivandrum SuperFast Express,SLY,1142,1142,1,4
12695,Chennai-Trivandrum SuperFast Express,DST,1148,1148,1,5
12695,Chennai-Trivandrum SuperFast Express,DPI,1154,1154,1,6
12695,Chennai-Trivandrum SuperFast Express,MAP,1159,1159,1,7
12695,Chennai-Trivandrum SuperFast Express,TNGR,1163,1163,1,8
12695,Chennai-Trivandrum SuperFast Express,BDY,1168,1168,1,9
12695,Chennai-Trivandrum SuperFast Express,BQI,1175,1175,1,10
12695,Chennai-Trivandrum SuperFast Express,LCR,1182,1182,1,11
12695,Chennai-Trivandrum SuperFast Express,DSPT,1188,1188,1,12
12695,Chennai-Trivandrum SuperFast Express,TNT,1193,1193,1,13
12695,Chennai-Trivandrum SuperFast Express,KPPR,1201,1201,1,14
12695,Chennai-Trivandrum SuperFast Express,MGSJ,1203,1203,1,15
12695,Chennai-Trivandrum SuperFast Express,SA,1205,1210,1,16
12695,Chennai-Trivandrum SuperFast Express,NEA,1218,1218,1,17
12695,Chennai-Trivandrum SuperFast Express,VRPD,1222,1222,1,18
12695,Chennai-Trivandrum SuperFast Express,DC,1234,1234,1,19
12695,Chennai-Trivandrum SuperFast Express,MVPM,1248,1248,1,20
12695,Chennai-Trivandrum SuperFast Express,SGE,1254,1254,1,21
12695,Chennai-Trivandrum SuperFast Express,ANU,1263,1263,1,22
12695,Chennai-Trivandrum SuperFast Express,CV,1274,1274,1,23
12695,Chennai-Trivandrum SuperFast Express,ED,1280,1285,1,24
12787,Bilaspur Tirunelveli SF Express,JTJ,768,768,2,0
12787,Bilaspur Tirunelveli SF Express,TPT,774,774,2,1
12787,Bilaspur Tirunelveli SF Express,KEY,784,784,2,2
12787,Bilaspur Tirunelveli SF Express,KNNT,789,789,2,3
12787,Bilaspur Tirunelveli SF Express,SLY,795,795,2,4
12787,Bilaspur Tirunelveli SF Express,DST,802,802,2,5
12787,Bilaspur Tirunelveli SF Express,DPI,809,809,2,6
12787,Bilaspur Tirunelveli SF Express,MAP,816,816,2,7
12787,Bilaspur Tirunelveli SF Express,TNGR,821,821,2,8
12787,Bilaspur Tirunelveli SF Express,BDY,826,826,2,9
12787,Bilaspur Tirunelveli SF Express,BQI,835,835,2,10
12787,Bilaspur Tirunelveli SF Express,LCR,844,844,2,11
12787,Bilaspur Tirunelveli SF Express,DSPT,852,852,2,12
12787,Bilaspur Tirunelveli SF Express,TNT,858,858,2,13
12787,Bilaspur Tirunelveli SF Express,KPPR,867,867,2,14
12787,Bilaspur Tirunelveli SF Express,MGSJ,870,870,2,15
12787,Bilaspur Tirunelveli SF Express,SA,870,875,2,16
12787,Bilaspur Tirunelveli SF Express,NEA,883,883,2,17
12787,Bilaspur Tirunelveli SF Express,VRPD,887,887,2,18
12787,Bilaspur Tirunelveli SF Express,DC,899,899,2,19
12787,Bilaspur Tirunelveli SF Express,MVPM,913,913,2,20
12787,Bilaspur Tirunelveli SF Express,SGE,919,919,2,21
12787,Bilaspur Tirunelveli SF Express,ANU,927,927,2,22
12787,Bilaspur Tirunelveli SF Express,CV,939,939,2,23
12787,Bilaspur Tirunelveli SF Express,ED,945,955,2,24
08569,Visakhapatnam-Kollam Sabarimalai Special,JTJ,115,120,2,0
08569,Visakhapatnam-Kollam Sabarimalai Special,TPT,125,125,2,1
08569,Visakhapatnam-Kollam Sabarimalai Special,KEY,133,133,2,2
08569,Visakhapatnam-Kollam Sabarimalai Special,KNNT,137,137,2,3
08569,Visakhapatnam-Kollam Sabarimalai Special,SLY,142,142,2,4
08569,Visakhapatnam-Kollam Sabarimalai Special,DST,148,148,2,5
08569,Visakhapatnam-Kollam Sabarimalai Special,DPI,154,154,2,6
08569,Visakhapatnam-Kollam Sabarimalai Special,MAP,159,159,2,7
08569,Visakhapatnam-Kollam Sabarimalai Special,TNGR,163,163,2,8
08569,Visakhapatnam-Kollam Sabarimalai Special,BDY,168,168,2,9
08569,Visakhapatnam-Kollam Sabarimalai Special,BQI,175,175,2,10
08569,Visakhapatnam-Kollam Sabarimalai Special,LCR,182,182,2,11
08569,Visakhapatnam-Kollam Sabarimalai Special,DSPT,188,188,2,12
08569,Visakhapatnam-Kollam Sabarimalai Special,TNT,193,193,2,13
08569,Visakhapatnam-Kollam Sabarimalai Special,KPPR,201,201,2,14
08569,Visakhapatnam-Kollam Sabarimalai Special,MGSJ,203,203,2,15
08569,Visakhapatnam-Kollam Sabarimalai Special,SA,205,210,2,16
08569,Visakhapatnam-Kollam Sabarimalai Special,NEA,217,217,2,17
08569,Visakhapatnam-Kollam Sabarimalai Special,VRPD,220,220,2,18
08569,Visakhapatnam-Kollam Sabarimalai Special,DC,230,230,2,19
08569,Visakhapatnam-Kollam Sabarimalai Special,MVPM,243,243,2,20
08569,Visakhapatnam-Kollam Sabarimalai Special,SGE,248,248,2,21
08569,Visakhapatnam-Kollam Sabarimalai Special,ANU,255,255,2,22
08569,Visakhapatnam-Kollam Sabarimalai Special,CV,265,265,2,23
08569,Visakhapatnam-Kollam Sabarimalai Special,ED,270,275,2,24
12696,Trivandrum-Chennai Superfast Express,ED,220,225,2,0
12696,Trivandrum-Chennai Superfast Express,CV,229,229,2,1
12696,Trivandrum-Chennai Superfast Express,ANU,239,239,2,2
12696,Trivandrum-Chennai Superfast Express,SGE,246,246,2,3
12696,Trivandrum-Chennai Superfast Express,MVPM,250,250,2,4
12696,Trivandrum-Chennai Superfast Express,DC,261,261,2,5
12696,Trivandrum-Chennai Superfast Express,VRPD,271,271,2,6
12696,Trivandrum-Chennai Superfast Express,NEA,274,274,2,7
12696,Trivandrum-Chennai Superfast Express,SA,280,285,2,8
12696,Trivandrum-Chennai Superfast Express,MGSJ,287,287,2,9
12696,Trivandrum-Chennai Superfast Express,KPPR,290,290,2,10
12696,Trivandrum-Chennai Superfast Express,TNT,298,298,2,11
12696,Trivandrum-Chennai Superfast Express,DSPT,303,303,2,12
12696,Trivandrum-Chennai Superfast Express,LCR,311,311,2,13
12696,Trivandrum-Chennai Superfast Express,BQI,319,319,2,14
12696,Trivandrum-Chennai Superfast Express,BDY,326,326,2,15
12696,Trivandrum-Chennai Superfast Express,TNGR,332,332,2,16
12696,Trivandrum-Chennai Superfast Express,MAP,336,336,2,17
12696,Trivandrum-Chennai Superfast Express,DPI,342,342,2,18
12696,Trivandrum-Chennai Superfast Express,DST,348,348,2,19
12696,Trivandrum-Chennai Superfast Express,SLY,355,355,2,20
12696,Trivandrum-Chennai Superfast Express,KNNT,360,360,2,21
12696,Trivandrum-Chennai Superfast Express,KEY,365,365,2,22
12696,Trivandrum-Chennai Superfast Express,TPT,373,373,2,23
12696,Trivandrum-Chennai Superfast Express,JTJ,378,380,2,24
16325,Ahilyanagari Express,JTJ,195,200,3,0
16325,Ahilyanagari Express,TPT,205,205,3,1
16325,Ahilyanagari Express,KEY,213,213,3,2
16325,Ahilyanagari Express,KNNT,217,217,3,3
16325,Ahilyanagari Express,SLY,222,222,3,4
16325,Ahilyanagari Express,DST,228,228,3,5
16325,Ahilyanagari Express,DPI,234,234,3,6
16325,Ahilyanagari Express,MAP,239,239,3,7
16325,Ahilyanagari Express,TNGR,243,243,3,8
16325,Ahilyanagari Express,BDY,248,248,3,9
16325,Ahilyanagari Express,BQI,255,255,3,10
16325,Ahilyanagari Express,LCR,262,262,3,11
16325,Ahilyanagari Express,DSPT,269,269,3,12
16325,Ahilyanagari Express,TNT,274,274,3,13
16325,Ahilyanagari Express,KPPR,281,281,3,14
16325,Ahilyanagari Express,MGSJ,284,284,3,15
16325,Ahilyanagari Express,SA,285,290,3,16
16325,Ahilyanagari Express,NEA,299,299,3,17
16325,Ahilyanagari Express,VRPD,303,303,3,18
16325,Ahilyanagari Express,DC,316,316,3,19
16325,Ahilyanagari Express,MVPM,331,331,3,20
16325,Ahilyanagari Express,SGE,337,337,3,21
16325,Ahilyanagari Express,ANU,347,347,3,22
16325,Ahilyanagari Express,CV,359,359,3,23
16325,Ahilyanagari Express,ED,365,375,3,24
12676,Kovai Express,ED,940,945,1,0
12676,Kovai Express,CV,949,949,1,1
12676,Kovai Express,ANU,957,957,1,2
12676,Kovai Express,SGE,964,964,1,3
12676,Kovai Express,MVPM,968,968,1,4
12676,Kovai Express,DC,978,978,1,5
12676,Kovai Express,VRPD,987,987,1,6
12676,Kovai Express,NEA,989,989,1,7
12676,Kovai Express,SA,996,1000,1,8
12676,Kovai Express,MGSJ,1002,1002,1,9
12676,Kovai Express,KPPR,1004,1004,1,10
12676,Kovai Express,TNT,1011,1011,1,11
12676,Kovai Express,DSPT,1016,1016,1,12
12676,Kovai Express,LCR,1022,1022,1,13
12676,Kovai Express,BQI,1029,1029,1,14
12676,Kovai Express,BDY,1035,1035,1,15
12676,Kovai Express,TNGR,1040,1040,1,16
12676,Kovai Express,MAP,1043,1045,1,17
12676,Kovai Express,DPI,1053,1053,1,18
12676,Kovai Express,DST,1061,1061,1,19
12676,Kovai Express,SLY,1071,1071,1,20
12676,Kovai Express,KNNT,1077,1077,1,21
12676,Kovai Express,KEY,1084,1084,1,22
12676,Kovai Express,TPT,1095,1095,1,23
12676,Kovai Express,JTJ,1103,1105,1,24
06006,Kollam-Chennai Central SF Special,ED,195,200,2,0
06006,Kollam-Chennai Central SF Special,CV,205,205,2,1
06006,Kollam-Chennai Central SF Special,ANU,214,214,2,2
06006,Kollam-Chennai Central SF Special,SGE,221,221,2,3
06006,Kollam-Chennai Central SF Special,MVPM,226,226,2,4
06006,Kollam-Chennai Central SF Special,DC,237,237,2,5
06006,Kollam-Chennai Central SF Special,VRPD,247,247,2,6
06006,Kollam-Chennai Central SF Special,NEA,250,250,2,7
06006,Kollam-Chennai Central SF Special,SA,257,260,2,8
06006,Kollam-Chennai Central SF Special,MGSJ,263,263,2,9
06006,Kollam-Chennai Central SF Special,KPPR,267,267,2,10
06006,Kollam-Chennai Central SF Special,TNT,277,277,2,11
06006,Kollam-Chennai Central SF Special,DSPT,284,284,2,12
06006,Kollam-Chennai Central SF Special,LCR,294,294,2,13
06006,Kollam-Chennai Central SF Special,BQI,305,305,2,14
06006,Kollam-Chennai Central SF Special,BDY,315,315,2,15
06006,Kollam-Chennai Central SF Special,TNGR,322,322,2,16
06006,Kollam-Chennai Central SF Special,MAP,328,328,2,17
06006,Kollam-Chennai Central SF Special,DPI,336,336,2,18
06006,Kollam-Chennai Central SF Special,DST,344,344,2,19
06006,Kollam-Chennai Central SF Special,SLY,353,353,2,20
06006,Kollam-Chennai Central SF Special,KNNT,360,360,2,21
06006,Kollam-Chennai Central SF Special,KEY,366,366,2,22
06006,Kollam-Chennai Central SF Special,TPT,378,378,2,23
06006,Kollam-Chennai Central SF Special,JTJ,385,400,2,24
16628,West Coast Express,ED,505,515,2,0
16628,West Coast Express,CV,521,521,2,1
16628,West Coast Express,ANU,533,533,2,2
16628,West Coast Express,SGE,539,540,2,3
16628,West Coast Express,MVPM,544,544,2,4
16628,West Coast Express,DC,555,555,2,5
16628,West Coast Express,VRPD,564,564,2,6
16628,West Coast Express,NEA,566,566,2,7
16628,West Coast Express,SA,575,580,2,8
16628,West Coast Express,MGSJ,583,583,2,9
16628,West Coast Express,KPPR,585,585,2,10
16628,West Coast Express,TNT,593,593,2,11
16628,West Coast Express,DSPT,599,599,2,12
16628,West Coast Express,LCR,606,606,2,13
16628,West Coast Express,BQI,614,615,2,14
16628,West Coast Express,BDY,623,623,2,15
16628,West Coast Express,TNGR,628,628,2,16
16628,West Coast Express,MAP,633,635,2,17
16628,West Coast Express,DPI,641,641,2,18
16628,West Coast Express,DST,648,648,2,19
16628,West Coast Express,SLY,655,655,2,20
16628,West Coast Express,KNNT,660,660,2,21
16628,West Coast Express,KEY,665,665,2,22
16628,West Coast Express,TPT,673,675,2,23
16628,West Coast Express,JTJ,698,700,2,24
12671,Nilgiri (Blue Mountain) Express,JTJ,1436,1436,1,0
12671,Nilgiri (Blue Mountain) Express,TPT,2,2,2,1
12671,Nilgiri (Blue Mountain) Express,KEY,10,10,2,2
12671,Nilgiri (Blue Mountain) Express,KNNT,15,15,2,3
12671,Nilgiri (Blue Mountain) Express,SLY,20,20,2,4
12671,Nilgiri (Blue Mountain) Express,DST,27,27,2,5
12671,Nilgiri (Blue Mountain) Express,DPI,33,33,2,6
12671,Nilgiri (Blue Mountain) Express,MAP,39,39,2,7
12671,Nilgiri (Blue Mountain) Express,TNGR,44,44,2,8
12671,Nilgiri (Blue Mountain) Express,BDY,49,49,2,9
12671,Nilgiri (Blue Mountain) Express,BQI,57,57,2,10
12671,Nilgiri (Blue Mountain) Express,LCR,64,64,2,11
12671,Nilgiri (Blue Mountain) Express,DSPT,72,72,2,12
12671,Nilgiri (Blue Mountain) Express,TNT,77,77,2,13
12671,Nilgiri (Blue Mountain) Express,KPPR,85,85,2,14
12671,Nilgiri (Blue Mountain) Express,MGSJ,88,88,2,15
12671,Nilgiri (Blue Mountain) Express,SA,90,95,2,16
12671,Nilgiri (Blue Mountain) Express,NEA,102,102,2,17
12671,Nilgiri (Blue Mountain) Express,VRPD,104,104,2,18
12671,Nilgiri (Blue Mountain) Express,DC,114,114,2,19
12671,Nilgiri (Blue Mountain) Express,MVPM,125,125,2,20
12671,Nilgiri (Blue Mountain) Express,SGE,129,129,2,21
12671,Nilgiri (Blue Mountain) Express,ANU,136,136,2,22
12671,Nilgiri (Blue Mountain) Express,CV,145,145,2,23
12671,Nilgiri (Blue Mountain) Express,ED,150,155,2,24
12757,Tirupati-Coimbatore Intercity Express,JTJ,1086,1086,1,0
12757,Tirupati-Coimbatore Intercity Express,TPT,1092,1092,1,1
12757,Tirupati-Coimbatore Intercity Express,KEY,1100,1100,1,2
12757,Tirupati-Coimbatore Intercity Express,KNNT,1104,1104,1,3
12757,Tirupati-Coimbatore Intercity Express,SLY,1109,1109,1,4
12757,Tirupati-Coimbatore Intercity Express,DST,1116,1116,1,5
12757,Tirupati-Coimbatore Intercity Express,DPI,1122,1122,1,6
12757,Tirupati-Coimbatore Intercity Express,MAP,1127,1127,1,7
12757,Tirupati-Coimbatore Intercity Express,TNGR,1132,1132,1,8
12757,Tirupati-Coimbatore Intercity Express,BDY,1137,1137,1,9
12757,Tirupati-Coimbatore Intercity Express,BQI,1144,1144,1,10
12757,Tirupati-Coimbatore Intercity Express,LCR,1152,1152,1,11
12757,Tirupati-Coimbatore Intercity Express,DSPT,1159,1159,1,12
12757,Tirupati-Coimbatore Intercity Express,TNT,1165,1165,1,13
12757,Tirupati-Coimbatore Intercity Express,KPPR,1172,1172,1,14
12757,Tirupati-Coimbatore Intercity Express,MGSJ,1175,1175,1,15
12757,Tirupati-Coimbatore Intercity Express,SA,1175,1180,1,16
12757,Tirupati-Coimbatore Intercity Express,NEA,1187,1187,1,17
12757,Tirupati-Coimbatore Intercity Express,VRPD,1189,1189,1,18
12757,Tirupati-Coimbatore Intercity Express,DC,1199,1199,1,19
12757,Tirupati-Coimbatore Intercity Express,MVPM,1210,1210,1,20
12757,Tirupati-Coimbatore Intercity Express,SGE,1215,1215,1,21
12757,Tirupati-Coimbatore Intercity Express,ANU,1222,1222,1,22
12757,Tirupati-Coimbatore Intercity Express,CV,1231,1231,1,23
12757,Tirupati-Coimbatore Intercity Express,ED,1235,1240,1,24
16687,Navyug Express,ED,165,185,2,0
16687,Navyug Express,CV,189,189,2,1
16687,Navyug Express,ANU,198,198,2,2
16687,Navyug Express,SGE,205,205,2,3
16687,Navyug Express,MVPM,210,210,2,4
16687,Navyug Express,DC,221,221,2,5
16687,Navyug Express,VRPD,230,230,2,6
16687,Navyug Express,NEA,233,233,2,7
16687,Navyug Express,SA,240,245,2,8
16687,Navyug Express,MGSJ,248,248,2,9
16687,Navyug Express,KPPR,251,251,2,10
16687,Navyug Express,TNT,260,260,2,11
16687,Navyug Express,DSPT,267,267,2,12
16687,Navyug Express,LCR,275,275,2,13
16687,Navyug Express,BQI,285,285,2,14
16687,Navyug Express,BDY,294,294,2,15
16687,Navyug Express,TNGR,300,300,2,16
16687,Navyug Express,MAP,306,306,2,17
16687,Navyug Express,DPI,312,312,2,18
16687,Navyug Express,DST,320,320,2,19
16687,Navyug Express,SLY,328,328,2,20
16687,Navyug Express,KNNT,334,334,2,21
16687,Navyug Express,KEY,339,339,2,22
16687,Navyug Express,TPT,349,349,2,23
16687,Navyug Express,JTJ,355,360,2,24
12680,Coimbatore-Chennai Central InterCity SF Express,ED,460,465,1,0
12680,Coimbatore-Chennai Central InterCity SF Express,CV,469,469,1,1
12680,Coimbatore-Chennai Central InterCity SF Express,ANU,478,478,1,2
12680,Coimbatore-Chennai Central InterCity SF Express,SGE,484,484,1,3
12680,Coimbatore-Chennai Central InterCity SF Express,MVPM,488,488,1,4
12680,Coimbatore-Chennai Central InterCity SF Express,DC,499,499,1,5
12680,Coimbatore-Chennai Central InterCity SF Express,VRPD,508,508,1,6
12680,Coimbatore-Chennai Central InterCity SF Express,NEA,510,510,1,7
12680,Coimbatore-Chennai Central InterCity SF Express,SA,517,520,1,8
12680,Coimbatore-Chennai Central InterCity SF Express,MGSJ,523,523,1,9
