realisation,job_id,actual_duration_min
7,J00138,28.9
7,J00141,37.4
7,J00151,52.9
7,J00162,48.4
8,J00006,35.9
8,J00016,100.4
8,J00042,77.8
8,J00122,93.9
8,J00156,64.5
8,J00172,33.9
8,J00015,40.5
8,J00021,60.5
8,J00031,167.4
8,J00038,37.1
8,J00041,38.3
8,J00064,63.0
8,J00066,46.2
8,J00070,51.8
8,J00079,43.9
8,J00097,37.7
8,J00131,37.8
8,J00153,32.7
8,J00174,66.8
8,J00018,64.3
8,J00065,25.9
8,J00071,61.6
8,J00076,35.7
8,J00080,32.6
8,J00099,23.4
8,J00100,73.6
8,J00133,32.9
8,J00159,15.0
8,J00169,46.3
8,J00008,37.5
8,J00011,24.1
8,J00033,28.6
8,J00125,48.5
8,J00126,37.5
8,J00128,34.1
8,J00129,96.5
8,J00139,58.5
8,J00149,62.8
8,J00002,34.0
8,J00014,30.7
8,J00028,45.2
8,J00059,37.7
8,J00063,50.7
8,J00069,53.4
8,J00081,69.1
8,J00086,205.6
8,J00140,69.3
8,J00144,52.1
8,J00168,32.0
8,J00004,60.4
8,J00022,15.0
8,J00029,62.4
8,J00045,37.2
8,J00067,64.2
8,J00077,23.4
8,J00093,15.0
8,J00104,49.1
8,J00113,31.9
8,J00155,33.8
8,J00161,74.5
8,J00164,35.8
8,J00009,33.5
8,J00010,57.4
8,J00020,56.2
8,J00027,75.5
8,J00047,59.0
8,J00055,16.4
8,J00061,23.2
8,J00075,57.3
8,J00088,48.6
8,J00089,37.0
8,J00095,46.8
8,J00120,34.5
8,J00124,68.1
8,J00150,121.0
8,J00152,25.9
8,J00163,58.2
8,J00165,37.2
8,J00166,50.3
8,J00167,22.3
8,J00013,51.9
8,J00024,85.5
8,J00044,53.9
8,J00046,30.1
8,J00058,34.1
8,J00114,29.9
8,J00121,22.3
8,J00136,19.3
8,J00142,48.0
8,J00147,46.9
8,J00158,25.0
8,J00171,35.5
8,J00030,32.0
8,J00053,50.1
8,J00054,25.7
8,J00072,35.0
8,J00091,83.0
8,J00103,79.6
8,J00105,46.5
8,J00106,45.9
8,J00110,15.0
8,J00123,55.4
8,J00157,35.7
8,J00017,45.6
8,J00023,65.8
8,J00032,74.3
8,J00039,15.0
8,J00052,51.5
8,J00060,45.7
8,J00108,51.9
8,J00130,25.0
8,J00145,54.3
8,J00154,51.2
8,J00160,15.3
8,J00175,55.6
8,J00036,30.5
8,J00096,15.0
8,J00102,29.2
8,J00111,28.7
8,J00001,39.7
8,J00003,36.3
8,J00019,26.4
8,J00026,40.7
8,J00037,60.9
8,J00048,21.5
8,J00049,54.7
8,J00050,42.1
8,J00051,74.7
8,J00082,15.0
8,J00117,29.7
8,J00119,41.1
8,J00127,94.8
8,J00132,95.1
8,J00135,58.6
8,J00146,35.0
8,J00148,58.3
8,J00005,26.7
8,J00025,40.8
8,J00034,32.4
8,J00040,54.8
8,J00073,47.5
8,J00084,22.4
8,J00090,30.9
8,J00092,75.0
8,J00098,12.0
8,J00107,28.6
8,J00109,47.3
8,J00116,33.9
8,J00137,30.9
8,J00143,43.5
8,J00170,43.0
8,J00012,37.6
8,J00056,49.1
8,J00074,27.6
8,J00078,77.9
8,J00094,50.1
8,J00101,34.7
8,J00112,18.0
8,J00115,53.0
8,J00173,57.3
8,J00007,45.4
8,J00035,37.7
8,J00043,33.7
8,J00057,40.7
8,J00062,60.6
8,J00068,50.4
8,J00083,21.3
8,J00085,30.1
8,J00087,68.5
8,J00118,74.4
8,J00134,41.5
8,J00138,29.6
8,J00141,38.1
8,J00151,60.9
8,J00162,54.2
9,J00006,39.3
9,J00016,76.6
9,J00042,54.4
9,J00122,51.1
9,J00156,32.2
9,J00172,45.1
9,J00015,33.8
9,J00021,58.6
9,J00031,102.5
9,J00038,61.9
9,J00041,29.2
9,J00064,67.4
9,J00066,45.8
9,J00070,35.7
9,J00079,44.3
9,J00097,25.0
9,J00131,42.8
9,J00153,37.9
9,J00174,67.4
9,J00018,63.3
9,J00065,55.0
9,J00071,54.0
9,J00076,22.8
9,J00080,39.8
9,J00099,24.8
9,J00100,53.4
9,J00133,40.1
9,J00159,25.7
9,J00169,29.3
9,J00008,26.8
9,J00011,23.4
9,J00033,25.4
9,J00125,43.2
9,J00126,32.1
9,J00128,73.9
9,J00129,56.2
9,J00139,77.8
9,J00149,101.0
9,J00002,55.7
9,J00014,31.3
9,J00028,26.8
9,J00059,40.8
9,J00063,76.0
9,J00069,30.9
9,J00081,31.9
9,J00086,244.5
9,J00140,61.7
9,J00144,35.0
9,J00168,35.9
9,J00004,35.8
9,J00022,18.7
9,J00029,73.0
9,J00045,29.8
9,J00067,46.1
9,J00077,26.5
9,J00093,21.6
9,J00104,52.7
9,J00113,38.7
9,J00155,28.7
9,J00161,57.6
9,J00164,37.8
9,J00009,22.9
9,J00010,41.2
9,J00020,90.0
9,J00027,64.9
9,J00047,77.9
9,J00055,22.3
9,J00061,22.9
9,J00075,55.8
9,J00088,47.2
9,J00089,35.7
9,J00095,43.3
9,J00120,25.3
9,J00124,47.8
9,J00150,152.7
9,J00152,26.6
9,J00163,31.8
9,J00165,25.0
9,J00166,34.7
9,J00167,32.9
9,J00013,73.2
9,J00024,70.7
9,J00044,34.8
9,J00046,52.0
9,J00058,28.0
9,J00114,49.3
9,J00121,47.5
9,J00136,29.7
9,J00142,29.7
9,J00147,42.6
9,J00158,59.2
9,J00171,44.5
9,J00030,49.1
9,J00053,53.3
9,J00054,34.4
9,J00072,31.6
9,J00091,66.4
9,J00103,50.8
9,J00105,26.4
9,J00106,60.4
9,J00110,17.0
9,J00123,56.8
9,J00157,33.1
9,J00017,48.2
9,J00023,68.7
9,J00032,56.7
9,J00039,20.4
9,J00052,86.8
9,J00060,58.6
9,J00108,30.1
9,J00130,25.0
9,J00145,27.7
9,J00154,45.7
9,J00160,19.7
9,J00175,44.2
9,J00036,61.5
9,J00096,18.5
9,J00102,35.5
9,J00111,49.7
9,J00001,70.1
9,J00003,47.7
9,J00019,29.3
9,J00026,29.5
9,J00037,34.6
9,J00048,38.3
9,J00049,35.7
9,J00050,36.7
9,J00051,69.1
9,J00082,27.8
9,J00117,35.3
9,J00119,91.7
9,J00127,72.9
9,J00132,44.4
9,J00135,36.2
9,J00146,44.9
9,J00148,46.2
9,J00005,24.0
9,J00025,51.6
9,J00034,28.3
9,J00040,60.5
9,J00073,31.5
9,J00084,27.8
9,J00090,33.6
9,J00092,62.0
9,J00098,24.9
9,J00107,45.9
9,J00109,46.5
9,J00116,52.6
9,J00137,25.3
9,J00143,60.8
9,J00170,43.1
9,J00012,27.7
9,J00056,43.7
9,J00074,65.5
9,J00078,89.1
9,J00094,36.7
9,J00101,45.6
9,J00112,25.4
9,J00115,63.6
9,J00173,51.2
9,J00007,38.9
9,J00035,37.3
9,J00043,55.1
9,J00057,55.1
9,J00062,59.5
9,J00068,77.9
9,J00083,15.0
9,J00085,24.4
9,J00087,68.9
9,J00118,74.5
9,J00134,20.0
9,J00138,37.1
9,J00141,31.9
9,J00151,43.9
9,J00162,43.2
10,J00006,19.6
10,J00016,64.1
10,J00042,44.8
10,J00122,71.1
10,J00156,32.1
10,J00172,84.8
10,J00015,25.7
10,J00021,64.0
10,J00031,132.0
10,J00038,38.8
10,J00041,31.8
10,J00064,66.6
10,J00066,47.6
10,J00070,40.6
10,J00079,55.0
10,J00097,60.5
10,J00131,62.5
10,J00153,49.2
10,J00174,56.1
10,J00018,59.3
10,J00065,20.0
10,J00071,57.0
10,J00076,26.6
10,J00080,27.2
10,J00099,23.6
10,J00100,59.5
10,J00133,52.5
10,J00159,20.6
10,J00169,40.3
10,J00008,35.0
10,J00011,52.6
10,J00033,43.1
10,J00125,35.2
10,J00126,46.7
10,J00128,28.6
10,J00129,37.7
10,J00139,70.3
10,J00149,80.2
10,J00002,43.8
10,J00014,49.0
10,J00028,37.6
10,J00059,55.7
10,J00063,64.8
10,J00069,36.6
10,J00081,40.8
10,J00086,194.1
10,J00140,65.3
10,J00144,45.9
10,J00168,35.7
10,J00004,35.4
10,J00022,17.5
10,J00029,76.4
10,J00045,31.1
10,J00067,66.1
10,J00077,28.2
10,J00093,18.0
10,J00104,35.6
10,J00113,30.0
10,J00155,37.4
10,J00161,67.7
10,J00164,28.3
10,J00009,29.2
10,J00010,73.8
10,J00020,81.2
10,J00027,55.4
10,J00047,71.4
10,J00055,27.5
10,J00061,15.0
10,J00075,52.7
10,J00088,46.0
10,J00089,32.6
10,J00095,37.0
10,J00120,39.9
10,J00124,37.9
10,J00150,77.9
10,J00152,30.1
10,J00163,50.0
10,J00165,28.7
10,J00166,56.7
10,J00167,44.5
10,J00013,47.3
10,J00024,79.1
10,J00044,52.8
10,J00046,53.0
10,J00058,28.6
10,J00114,30.2
10,J00121,28.1
10,J00136,37.2
10,J00142,40.1
10,J00147,34.8
10,J00158,68.1
10,J00171,55.5
10,J00030,30.6
10,J00053,28.3
10,J00054,35.0
10,J00072,20.0
10,J00091,92.7
10,J00103,50.6
10,J00105,30.4
10,J00106,61.8
10,J00110,20.0
10,J00123,52.1
10,J00157,39.7
10,J00017,58.7
10,J00023,73.2
10,J00032,48.1
10,J00039,26.8
10,J00052,70.2
10,J00060,48.7
10,J00108,29.1
10,J00130,36.0
10,J00145,42.8
10,J00154,32.4
10,J00160,20.4
10,J00175,49.8
10,J00036,53.5
10,J00096,24.4
10,J00102,28.7
10,J00111,35.3
10,J00001,35.0
10,J00003,66.0
10,J00019,25.0
10,J00026,38.5
10,J00037,48.0
10,J00048,30.6
10,J00049,26.7
10,J00050,42.1
10,J00051,74.9
10,J00082,17.5
10,J00117,25.8
10,J00119,43.1
10,J00127,63.7
10,J00132,62.5
10,J00135,25.0
10,J00146,36.2
10,J00148,52.8
10,J00005,36.0
10,J00025,49.5
10,J00034,26.1
10,J00040,62.3
10,J00073,35.8
10,J00084,55.5
10,J00090,26.5
10,J00092,51.9
10,J00098,22.1
10,J00107,39.2
10,J00109,41.9
10,J00116,31.2
10,J00137,27.4
10,J00143,27.2
10,J00170,36.2
10,J00012,25.8
10,J00056,46.6
10,J00074,69.5
10,J00078,86.1
10,J00094,49.1
10,J00101,68.6
10,J00112,18.0
10,J00115,33.7
10,J00173,38.9
10,J00007,47.3
10,J00035,36.1
10,J00043,45.3
10,J00057,57.2
10,J00062,54.8
10,J00068,56.9
10,J00083,23.3
10,J00085,28.7
10,J00087,28.7
10,J00118,47.4
10,J00134,33.2
10,J00138,40.8
10,J00141,25.2
10,J00151,45.8
10,J00162,39.0
11,J00006,21.3
11,J00016,47.8
11,J00042,51.0
11,J00122,78.7
11,J00156,60.5
11,J00172,35.8
11,J00015,39.0
11,J00021,49.6
11,J00031,115.3
11,J00038,44.4
11,J00041,36.5
11,J00064,64.3
11,J00066,55.0
11,J00070,27.7
11,J00079,69.2
11,J00097,58.0
11,J00131,42.7
11,J00153,34.4
11,J00174,50.4
11,J00018,48.3
11,J00065,27.8
11,J00071,71.9
11,J00076,35.4
11,J00080,30.1
11,J00099,18.8
11,J00100,67.3
11,J00133,25.0
11,J00159,24.7
11,J00169,46.0
11,J00008,37.0
11,J00011,20.3
11,J00033,85.0
11,J00125,51.1
11,J00126,31.0
11,J00128,33.3
11,J00129,36.2
11,J00139,53.2
11,J00149,82.0
11,J00002,36.1
11,J00014,25.0
11,J00028,31.1
11,J00059,53.1
11,J00063,35.0
11,J00069,44.5
11,J00081,65.4
11,J00086,177.6
11,J00140,58.3
11,J00144,48.6
11,J00168,27.8
11,J00004,38.8
11,J00022,23.1
11,J00029,66.9
11,J00045,27.6
11,J00067,47.4
11,J00077,28.7
11,J00093,38.4
11,J00104,30.0
11,J00113,43.5
11,J00155,47.3
11,J00161,72.3
11,J00164,32.6
11,J00009,25.0
11,J00010,79.9
11,J00020,77.1
11,J00027,68.0
11,J00047,62.5
11,J00055,20.7
11,J00061,16.9
11,J00075,80.1
11,J00088,47.9
11,J00089,31.5
11,J00095,42.0
11,J00120,44.9
11,J00124,54.8
11,J00150,61.3
11,J00152,33.0
11,J00163,31.8
11,J00165,42.4
11,J00166,51.1
11,J00167,38.6
11,J00013,118.1
11,J00024,72.6
11,J00044,61.9
11,J00046,42.9
11,J00058,46.3
11,J00114,42.2
11,J00121,42.9
11,J00136,23.8
11,J00142,49.0
11,J00147,30.0
11,J00158,28.5
11,J00171,42.8
11,J00030,31.2
11,J00053,52.0
11,J00054,51.5
11,J00072,24.8
11,J00091,68.6
11,J00103,47.2
11,J00105,31.6
11,J00106,43.3
11,J00110,24.8
11,J00123,47.8
11,J00157,41.5
11,J00017,46.7
11,J00023,88.7
11,J00032,48.4
11,J00039,19.2
11,J00052,86.5
11,J00060,64.8
11,J00108,41.8
11,J00130,26.1
11,J00145,30.3
11,J00154,43.0
11,J00160,15.1
11,J00175,45.3
11,J00036,31.3
11,J00096,25.5
11,J00102,40.7
11,J00111,42.5
11,J00001,71.3
11,J00003,27.3
11,J00019,29.1
11,J00026,53.3
11,J00037,44.6
11,J00048,32.7
11,J00049,37.4
11,J00050,47.9
11,J00051,44.9
11,J00082,35.6
11,J00117,33.6
11,J00119,74.5
11,J00127,62.2
11,J00132,56.9
11,J00135,43.2
11,J00146,28.4
11,J00148,75.0
11,J00005,26.2
11,J00025,36.4
11,J00034,47.3
11,J00040,86.6
11,J00073,27.0
11,J00084,20.6
11,J00090,25.4
11,J00092,27.3
11,J00098,21.4
11,J00107,30.2
11,J00109,53.7
11,J00116,32.9
11,J00137,33.3
11,J00143,39.1
11,J00170,39.8
11,J00012,44.0
11,J00056,42.0
11,J00074,62.4
11,J00078,82.7
11,J00094,36.2
11,J00101,69.7
11,J00112,25.9
11,J00115,56.0
11,J00173,62.5
11,J00007,36.4
11,J00035,27.7
11,J00043,43.0
11,J00057,45.3
11,J00062,41.6
11,J00068,48.0
11,J00083,31.4
11,J00085,26.5
11,J00087,54.6
11,J00118,31.9
11,J00134,26.4
11,J00138,36.8
11,J00141,31.3
11,J00151,44.8
11,J00162,39.8
12,J00006,21.6
12,J00016,52.9
12,J00042,64.8
12,J00122,49.0
12,J00156,48.6
12,J00172,36.2
12,J00015,37.7
12,J00021,53.4
12,J00031,81.3
12,J00038,25.6
12,J00041,36.4
12,J00064,56.7
12,J00066,47.6
12,J00070,60.9
12,J00079,75.4
12,J00097,26.7
12,J00131,25.0
12,J00153,38.2
12,J00174,57.6
12,J00018,44.8
12,J00065,25.5
12,J00071,54.4
12,J00076,41.6
12,J00080,39.4
12,J00099,20.7
12,J00100,84.6
12,J00133,50.4
12,J00159,40.0
12,J00169,65.8
12,J00008,33.2
12,J00011,38.0
12,J00033,43.8
12,J00125,40.1
12,J00126,40.8
12,J00128,54.0
12,J00129,70.9
12,J00139,55.1
12,J00149,94.8
12,J00002,35.7
12,J00014,46.6
12,J00028,39.4
12,J00059,46.1
12,J00063,69.5
12,J00069,40.5
12,J00081,35.9
12,J00086,191.5
12,J00140,62.4
12,J00144,42.4
12,J00168,32.6
12,J00004,70.5
12,J00022,15.0
12,J00029,69.8
12,J00045,31.9
12,J00067,40.6
12,J00077,29.5
12,J00093,28.4
12,J00104,52.7
12,J00113,84.7
12,J00155,40.2
12,J00161,56.4
12,J00164,33.5
12,J00009,32.7
12,J00010,41.0
12,J00020,61.4
12,J00027,55.6
12,J00047,79.6
12,J00055,27.0
12,J00061,27.4
12,J00075,40.3
12,J00088,40.3
12,J00089,25.7
12,J00095,25.1
12,J00120,37.6
12,J00124,74.0
12,J00150,93.5
12,J00152,25.0
12,J00163,62.2
12,J00165,32.0
12,J00166,32.0
12,J00167,29.5
12,J00013,53.1
12,J00024,97.0
12,J00044,55.3
12,J00046,52.3
12,J00058,39.5
12,J00114,29.0
12,J00121,31.2
12,J00136,24.1
12,J00142,41.2
12,J00147,47.6
12,J00158,67.5
12,J00171,29.6
12,J00030,60.2
12,J00053,46.9
12,J00054,49.9
12,J00072,31.0
12,J00091,60.8
12,J00103,38.3
12,J00105,33.1
12,J00106,53.5
12,J00110,23.6
12,J00123,53.4
12,J00157,26.9
12,J00017,67.5
12,J00023,106.9
12,J00032,74.7
12,J00039,30.7
12,J00052,58.3
12,J00060,30.0
12,J00108,34.9
12,J00130,34.9
12,J00145,38.9
12,J00154,48.2
12,J00160,21.0
12,J00175,49.5
12,J00036,25.0
12,J00096,18.0
12,J00102,39.1
12,J00111,29.3
12,J00001,61.0
12,J00003,30.2
12,J00019,56.6
12,J00026,48.6
12,J00037,42.6
12,J00048,46.3
12,J00049,42.7
12,J00050,25.0
12,J00051,42.5
12,J00082,45.1
12,J00117,20.5
12,J00119,63.2
12,J00127,73.6
12,J00132,34.3
12,J00135,32.8
12,J00146,50.7
12,J00148,71.4
12,J00005,22.6
12,J00025,25.1
12,J00034,37.1
12,J00040,37.9
12,J00073,25.0
12,J00084,28.2
12,J00090,29.7
12,J00092,39.0
12,J00098,29.8
12,J00107,34.8
12,J00109,52.6
12,J00116,43.7
12,J00137,36.0
12,J00143,45.9
12,J00170,42.7
12,J00012,26.2
12,J00056,43.9
12,J00074,57.5
12,J00078,69.9
12,J00094,29.7
12,J00101,61.0
12,J00112,32.8
12,J00115,38.2
12,J00173,37.9
12,J00007,38.3
12,J00035,31.6
12,J00043,43.6
12,J00057,41.3
12,J00062,67.4
12,J00068,62.4
12,J00083,19.1
12,J00085,37.4
12,J00087,36.3
12,J00118,30.0
12,J00134,28.7
12,J00138,39.4
12,J00141,30.2
12,J00151,39.2
12,J00162,57.8
13,J00006,33.5
13,J00016,54.6
13,J00042,42.9
13,J00122,72.6
13,J00156,38.6
13,J00172,49.6
13,J00015,38.5
13,J00021,43.8
13,J00031,147.4
13,J00038,32.2
13,J00041,25.0
13,J00064,72.8
13,J00066,43.9
13,J00070,24.2
13,J00079,36.5
13,J00097,39.8
13,J00131,61.3
13,J00153,39.2
13,J00174,37.3
13,J00018,56.6
13,J00065,20.0
13,J00071,44.1
13,J00076,35.8
13,J00080,29.2
13,J00099,28.7
13,J00100,76.7
13,J00133,28.3
13,J00159,17.6
13,J00169,45.5
13,J00008,24.8
13,J00011,34.2
13,J00033,25.0
13,J00125,34.8
13,J00126,46.3
13,J00128,66.3
13,J00129,42.3
13,J00139,72.5
13,J00149,89.0
13,J00002,34.8
13,J00014,25.0
13,J00028,56.8
13,J00059,29.0
13,J00063,75.8
13,J00069,55.3
13,J00081,48.8
13,J00086,147.7
13,J00140,74.4
13,J00144,29.3
13,J00168,26.6
13,J00004,33.9
13,J00022,28.4
13,J00029,120.0
13,J00045,32.2
13,J00067,54.3
13,J00077,33.9
13,J00093,26.7
13,J00104,37.1
13,J00113,32.0
13,J00155,39.1
13,J00161,41.7
13,J00164,34.2
13,J00009,25.1
13,J00010,59.8
13,J00020,64.3
13,J00027,74.0
13,J00047,75.1
13,J00055,21.7
13,J00061,21.8
13,J00075,31.7
13,J00088,46.8
13,J00089,53.6
13,J00095,55.2
13,J00120,27.4
13,J00124,80.4
13,J00150,80.8
13,J00152,26.8
13,J00163,56.8
13,J00165,32.1
13,J00166,41.4
13,J00167,50.1
13,J00013,73.3
13,J00024,69.2
13,J00044,69.5
13,J00046,42.8
13,J00058,25.9
13,J00114,27.1
13,J00121,21.7
13,J00136,15.0
13,J00142,39.8
13,J00147,48.9
13,J00158,25.0
13,J00171,37.1
13,J00030,24.3
13,J00053,34.1
13,J00054,32.6
13,J00072,27.3
13,J00091,63.4
13,J00103,68.4
13,J00105,34.0
13,J00106,43.8
13,J00110,27.0
13,J00123,44.1
13,J00157,50.3
13,J00017,76.5
13,J00023,59.9
13,J00032,84.9
13,J00039,23.4
13,J00052,89.5
13,J00060,58.6
13,J00108,62.8
13,J00130,44.9
13,J00145,58.8
13,J00154,59.1
13,J00160,19.2
13,J00175,52.1
13,J00036,32.9
13,J00096,17.2
13,J00102,27.4
13,J00111,27.4
13,J00001,58.1
13,J00003,33.9
13,J00019,41.8
13,J00026,53.1
13,J00037,32.8
13,J00048,36.9
13,J00049,24.2
13,J00050,31.2
13,J00051,49.7
13,J00082,24.6
13,J00117,20.7
13,J00119,47.5
13,J00127,67.7
13,J00132,33.8
13,J00135,25.5
13,J00146,40.9
13,J00148,48.2
13,J00005,23.7
13,J00025,51.2
13,J00034,61.6
13,J00040,67.1
13,J00073,41.2
13,J00084,39.3
13,J00090,33.8
13,J00092,32.5
13,J00098,28.1
13,J00107,44.4
13,J00109,47.8
13,J00116,53.6
13,J00137,27.9
13,J00143,27.2
13,J00170,35.9
13,J00012,34.2
13,J00056,54.0
13,J00074,45.9
13,J00078,66.8
13,J00094,41.0
13,J00101,43.9
13,J00112,18.0
13,J00115,36.8
13,J00173,64.5
13,J00007,28.8
13,J00035,39.7
13,J00043,40.2
13,J00057,32.2
13,J00062,53.8
13,J00068,71.7
13,J00083,26.1
13,J00085,37.1
13,J00087,39.3
13,J00118,54.5
13,J00134,33.8
13,J00138,29.4
13,J00141,50.0
13,J00151,41.8
13,J00162,42.2
14,J00006,33.0
14,J00016,52.5
14,J00042,42.7
14,J00122,81.3
14,J00156,39.0
14,J00172,55.7
14,J00015,59.7
14,J00021,43.2
14,J00031,151.4
14,J00038,52.9
14,J00041,35.0
14,J00064,49.3
14,J00066,65.4
14,J00070,40.7
14,J00079,56.0
14,J00097,49.8
14,J00131,46.4
14,J00153,41.1
14,J00174,44.3
14,J00018,48.6
14,J00065,34.3
14,J00071,55.8
14,J00076,29.2
14,J00080,42.8
14,J00099,21.9
14,J00100,68.6
14,J00133,25.8
14,J00159,17.2
14,J00169,86.0
14,J00008,23.6
14,J00011,52.8
14,J00033,33.9
14,J00125,55.3
14,J00126,32.1
14,J00128,56.8
14,J00129,68.7
14,J00139,35.0
14,J00149,119.1
14,J00002,38.3
14,J00014,45.9
14,J00028,34.8
14,J00059,38.5
14,J00063,67.5
14,J00069,56.2
14,J00081,54.0
14,J00086,185.6
14,J00140,76.6
14,J00144,48.1
14,J00168,34.8
14,J00004,49.8
14,J00022,15.3
14,J00029,74.3
14,J00045,25.5
14,J00067,36.2
14,J00077,35.6
14,J00093,21.4
14,J00104,64.9
14,J00113,39.3
14,J00155,24.2
14,J00161,78.5
14,J00164,29.0
14,J00009,32.0
14,J00010,83.6
14,J00020,52.0
14,J00027,72.8
14,J00047,46.8
14,J00055,21.3
14,J00061,15.0
14,J00075,41.6
14,J00088,43.7
14,J00089,34.0
14,J00095,57.5
14,J00120,46.8
14,J00124,36.5
14,J00150,70.2
14,J00152,27.0
14,J00163,40.6
14,J00165,28.0
14,J00166,50.6
14,J00167,85.2
14,J00013,91.0
14,J00024,70.0
14,J00044,36.6
14,J00046,35.6
14,J00058,43.4
14,J00114,36.3
14,J00121,37.7
14,J00136,26.4
14,J00142,38.1
14,J00147,44.4
14,J00158,27.9
14,J00171,47.4
14,J00030,35.1
14,J00053,45.8
14,J00054,45.3
14,J00072,28.4
14,J00091,50.0
14,J00103,72.9
14,J00105,40.0
14,J00106,55.6
14,J00110,15.0
14,J00123,49.5
14,J00157,25.0
14,J00017,32.0
14,J00023,91.2
14,J00032,68.0
14,J00039,17.2
14,J00052,85.4
14,J00060,50.9
14,J00108,48.0
14,J00130,48.4
14,J00145,28.9
14,J00154,49.9
14,J00160,12.3
14,J00175,57.0
14,J00036,38.0
14,J00096,32.5
14,J00102,33.5
14,J00111,28.9
14,J00001,54.1
14,J00003,31.9
14,J00019,49.9
14,J00026,45.8
14,J00037,46.5
14,J00048,28.9
14,J00049,38.5
14,J00050,65.2
14,J00051,38.9
14,J00082,15.0
14,J00117,20.7
14,J00119,42.8
14,J00127,60.7
14,J00132,43.4
14,J00135,43.2
14,J00146,28.7
14,J00148,52.0
14,J00005,39.0
14,J00025,42.6
14,J00034,25.3
14,J00040,49.7
14,J00073,42.6
14,J00084,35.7
14,J00090,42.6
14,J00092,53.2
14,J00098,17.6
14,J00107,39.4
14,J00109,45.3
14,J00116,33.8
14,J00137,28.5
14,J00143,46.9
14,J00170,39.7
14,J00012,36.9
14,J00056,50.9
14,J00074,63.7
14,J00078,67.0
14,J00094,25.0
14,J00101,52.5
14,J00112,24.7
14,J00115,44.0
14,J00173,50.7
14,J00007,34.0
14,J00035,57.3
14,J00043,42.8
14,J00057,55.4
14,J00062,59.8
14,J00068,75.7
14,J00083,17.9
14,J00085,53.2
14,J00087,27.9
14,J00118,59.8
14,J00134,30.7
14,J00138,52.3
14,J00141,40.3
14,J00151,49.2
14,J00162,43.7
15,J00006,23.7
15,J00016,54.2
15,J00042,43.8
15,J00122,49.7
15,J00156,40.7
15,J00172,54.9
15,J00015,34.6
15,J00021,44.4
15,J00031,124.0
15,J00038,33.8
15,J00041,35.4
15,J00064,64.4
15,J00066,46.0
15,J00070,44.4
15,J00079,61.1
15,J00097,49.1
15,J00131,32.0
15,J00153,53.7
15,J00174,48.8
15,J00018,49.6
15,J00065,20.0
15,J00071,33.2
15,J00076,51.8
15,J00080,29.0
15,J00099,22.2
15,J00100,64.4
15,J00133,31.1
15,J00159,15.0
15,J00169,43.3
15,J00008,23.1
15,J00011,31.8
15,J00033,62.2
15,J00125,32.4
15,J00126,35.4
15,J00128,69.1
15,J00129,52.9
15,J00139,68.7
15,J00149,104.5
15,J00002,37.4
15,J00014,56.4
15,J00028,32.2
15,J00059,28.0
15,J00063,46.5
15,J00069,35.8
15,J00081,33.7
15,J00086,264.8
15,J00140,63.9
15,J00144,40.2
15,J00168,30.0
15,J00004,25.0
15,J00022,15.8
15,J00029,70.7
15,J00045,34.9
15,J00067,53.2
15,J00077,29.9
15,J00093,31.6
15,J00104,37.3
15,J00113,99.5
15,J00155,39.6
15,J00161,60.1
15,J00164,30.5
15,J00009,28.0
15,J00010,99.4
15,J00020,90.4
15,J00027,80.9
15,J00047,66.4
15,J00055,12.8
15,J00061,27.7
15,J00075,58.5
15,J00088,41.9
15,J00089,35.1
15,J00095,37.8
15,J00120,44.3
15,J00124,63.8
15,J00150,133.3
15,J00152,34.1
15,J00163,50.1
15,J00165,42.0
15,J00166,62.5
15,J00167,36.5
15,J00013,80.5
15,J00024,81.4
15,J00044,42.7
15,J00046,54.1
15,J00058,28.0
15,J00114,46.4
15,J00121,26.4
15,J00136,29.4
15,J00142,33.7
15,J00147,31.1
15,J00158,35.9
15,J00171,30.6
15,J00030,39.1
15,J00053,49.1
15,J00054,63.9
15,J00072,32.2
15,J00091,57.5
15,J00103,65.1
15,J00105,25.0
15,J00106,40.8
15,J00110,25.8
15,J00123,58.1
15,J00157,28.0
15,J00017,56.7
15,J00023,80.0
15,J00032,75.6
15,J00039,40.2
15,J00052,93.1
15,J00060,57.3
15,J00108,39.5
15,J00130,40.4
15,J00145,38.8
15,J00154,33.0
15,J00160,21.3
15,J00175,35.8
15,J00036,48.5
15,J00096,15.0
15,J00102,30.7
15,J00111,25.8
15,J00001,68.0
15,J00003,56.1
15,J00019,41.5
15,J00026,57.9
15,J00037,46.7
15,J00048,31.9
15,J00049,30.3
15,J00050,45.5
15,J00051,60.5
15,J00082,29.1
15,J00117,29.0
15,J00119,58.9
15,J00127,58.9
15,J00132,34.3
15,J00135,43.4
15,J00146,40.7
15,J00148,45.9
15,J00005,30.7
15,J00025,36.8
15,J00034,30.9
15,J00040,56.8
15,J00073,25.0
15,J00084,29.5
15,J00090,23.5
15,J00092,25.3
15,J00098,13.1
15,J00107,36.2
15,J00109,34.3
15,J00116,35.3
15,J00137,32.4
15,J00143,41.1
15,J00170,41.0
15,J00012,36.0
15,J00056,45.7
15,J00074,73.2
15,J00078,70.2
15,J00094,38.7
15,J00101,37.5
15,J00112,38.1
15,J00115,50.5
15,J00173,64.9
15,J00007,38.9
15,J00035,30.7
15,J00043,53.1
15,J00057,41.9
15,J00062,48.7
15,J00068,42.6
15,J00083,27.6
15,J00085,27.6
15,J00087,26.8
