train_number,train_class,from_code,to_code,direction,enter_min,is_synthetic
16734,EXPRESS,LCR,DSPT,DN,650,False
16734,EXPRESS,DSPT,TNT,DN,657,False
16734,EXPRESS,TNT,KPPR,DN,663,False
16734,EXPRESS,KPPR,MGSJ,DN,671,False
16734,EXPRESS,MGSJ,SA,DN,674,False
16734,EXPRESS,SA,NEA,DN,680,False
16734,EXPRESS,NEA,VRPD,DN,687,False
16734,EXPRESS,VRPD,DC,DN,690,False
16734,EXPRESS,DC,MVPM,DN,700,False
16734,EXPRESS,MVPM,SGE,DN,712,False
16734,EXPRESS,SGE,ANU,DN,717,False
16734,EXPRESS,ANU,CV,DN,725,False
16734,EXPRESS,CV,ED,DN,735,False
12695,SUPERFAST,JTJ,TPT,DN,1120,False
12695,SUPERFAST,TPT,KEY,DN,1125,False
12695,SUPERFAST,KEY,KNNT,DN,1133,False
12695,SUPERFAST,KNNT,SLY,DN,1137,False
12695,SUPERFAST,SLY,DST,DN,1142,False
12695,SUPERFAST,DST,DPI,DN,1148,False
12695,SUPERFAST,DPI,MAP,DN,1154,False
12695,SUPERFAST,MAP,TNGR,DN,1159,False
12695,SUPERFAST,TNGR,BDY,DN,1163,False
12695,SUPERFAST,BDY,BQI,DN,1168,False
12695,SUPERFAST,BQI,LCR,DN,1175,False
12695,SUPERFAST,LCR,DSPT,DN,1182,False
12695,SUPERFAST,DSPT,TNT,DN,1188,False
12695,SUPERFAST,TNT,KPPR,DN,1193,False
12695,SUPERFAST,KPPR,MGSJ,DN,1201,False
12695,SUPERFAST,MGSJ,SA,DN,1203,False
12695,SUPERFAST,SA,NEA,DN,1210,False
12695,SUPERFAST,NEA,VRPD,DN,1218,False
12695,SUPERFAST,VRPD,DC,DN,1222,False
12695,SUPERFAST,DC,MVPM,DN,1234,False
12695,SUPERFAST,MVPM,SGE,DN,1248,False
12695,SUPERFAST,SGE,ANU,DN,1254,False
12695,SUPERFAST,ANU,CV,DN,1263,False
12695,SUPERFAST,CV,ED,DN,1274,False
12787,SUPERFAST,JTJ,TPT,DN,768,False
12787,SUPERFAST,TPT,KEY,DN,774,False
12787,SUPERFAST,KEY,KNNT,DN,784,False
12787,SUPERFAST,KNNT,SLY,DN,789,False
12787,SUPERFAST,SLY,DST,DN,795,False
12787,SUPERFAST,DST,DPI,DN,802,False
12787,SUPERFAST,DPI,MAP,DN,809,False
12787,SUPERFAST,MAP,TNGR,DN,816,False
12787,SUPERFAST,TNGR,BDY,DN,821,False
12787,SUPERFAST,BDY,BQI,DN,826,False
12787,SUPERFAST,BQI,LCR,DN,835,False
12787,SUPERFAST,LCR,DSPT,DN,844,False
12787,SUPERFAST,DSPT,TNT,DN,852,False
12787,SUPERFAST,TNT,KPPR,DN,858,False
12787,SUPERFAST,KPPR,MGSJ,DN,867,False
12787,SUPERFAST,MGSJ,SA,DN,870,False
12787,SUPERFAST,SA,NEA,DN,875,False
12787,SUPERFAST,NEA,VRPD,DN,883,False
12787,SUPERFAST,VRPD,DC,DN,887,False
12787,SUPERFAST,DC,MVPM,DN,899,False
12787,SUPERFAST,MVPM,SGE,DN,913,False
12787,SUPERFAST,SGE,ANU,DN,919,False
12787,SUPERFAST,ANU,CV,DN,927,False
12787,SUPERFAST,CV,ED,DN,939,False
08569,EXPRESS,JTJ,TPT,DN,120,False
08569,EXPRESS,TPT,KEY,DN,125,False
08569,EXPRESS,KEY,KNNT,DN,133,False
08569,EXPRESS,KNNT,SLY,DN,137,False
08569,EXPRESS,SLY,DST,DN,142,False
08569,EXPRESS,DST,DPI,DN,148,False
08569,EXPRESS,DPI,MAP,DN,154,False
08569,EXPRESS,MAP,TNGR,DN,159,False
08569,EXPRESS,TNGR,BDY,DN,163,False
08569,EXPRESS,BDY,BQI,DN,168,False
08569,EXPRESS,BQI,LCR,DN,175,False
08569,EXPRESS,LCR,DSPT,DN,182,False
08569,EXPRESS,DSPT,TNT,DN,188,False
08569,EXPRESS,TNT,KPPR,DN,193,False
08569,EXPRESS,KPPR,MGSJ,DN,201,False
08569,EXPRESS,MGSJ,SA,DN,203,False
08569,EXPRESS,SA,NEA,DN,210,False
08569,EXPRESS,NEA,VRPD,DN,217,False
08569,EXPRESS,VRPD,DC,DN,220,False
08569,EXPRESS,DC,MVPM,DN,230,False
08569,EXPRESS,MVPM,SGE,DN,243,False
08569,EXPRESS,SGE,ANU,DN,248,False
08569,EXPRESS,ANU,CV,DN,255,False
08569,EXPRESS,CV,ED,DN,265,False
12696,SUPERFAST,CV,ED,UP,225,False
12696,SUPERFAST,ANU,CV,UP,229,False
12696,SUPERFAST,SGE,ANU,UP,239,False
12696,SUPERFAST,MVPM,SGE,UP,246,False
12696,SUPERFAST,DC,MVPM,UP,250,False
12696,SUPERFAST,VRPD,DC,UP,261,False
12696,SUPERFAST,NEA,VRPD,UP,271,False
12696,SUPERFAST,SA,NEA,UP,274,False
12696,SUPERFAST,MGSJ,SA,UP,285,False
12696,SUPERFAST,KPPR,MGSJ,UP,287,False
12696,SUPERFAST,TNT,KPPR,UP,290,False
12696,SUPERFAST,DSPT,TNT,UP,298,False
12696,SUPERFAST,LCR,DSPT,UP,303,False
12696,SUPERFAST,BQI,LCR,UP,311,False
12696,SUPERFAST,BDY,BQI,UP,319,False
12696,SUPERFAST,TNGR,BDY,UP,326,False
12696,SUPERFAST,MAP,TNGR,UP,332,False
12696,SUPERFAST,DPI,MAP,UP,336,False
12696,SUPERFAST,DST,DPI,UP,342,False
12696,SUPERFAST,SLY,DST,UP,348,False
12696,SUPERFAST,KNNT,SLY,UP,355,False
12696,SUPERFAST,KEY,KNNT,UP,360,False
12696,SUPERFAST,TPT,KEY,UP,365,False
12696,SUPERFAST,JTJ,TPT,UP,373,False
16325,EXPRESS,JTJ,TPT,DN,200,False
16325,EXPRESS,TPT,KEY,DN,205,False
16325,EXPRESS,KEY,KNNT,DN,213,False
16325,EXPRESS,KNNT,SLY,DN,217,False
16325,EXPRESS,SLY,DST,DN,222,False
16325,EXPRESS,DST,DPI,DN,228,False
16325,EXPRESS,DPI,MAP,DN,234,False
16325,EXPRESS,MAP,TNGR,DN,239,False
16325,EXPRESS,TNGR,BDY,DN,243,False
16325,EXPRESS,BDY,BQI,DN,248,False
16325,EXPRESS,BQI,LCR,DN,255,False
16325,EXPRESS,LCR,DSPT,DN,262,False
16325,EXPRESS,DSPT,TNT,DN,269,False
16325,EXPRESS,TNT,KPPR,DN,274,False
16325,EXPRESS,KPPR,MGSJ,DN,281,False
16325,EXPRESS,MGSJ,SA,DN,284,False
16325,EXPRESS,SA,NEA,DN,290,False
16325,EXPRESS,NEA,VRPD,DN,299,False
16325,EXPRESS,VRPD,DC,DN,303,False
16325,EXPRESS,DC,MVPM,DN,316,False
16325,EXPRESS,MVPM,SGE,DN,331,False
16325,EXPRESS,SGE,ANU,DN,337,False
16325,EXPRESS,ANU,CV,DN,347,False
16325,EXPRESS,CV,ED,DN,359,False
12676,EXPRESS,CV,ED,UP,945,False
12676,EXPRESS,ANU,CV,UP,949,False
12676,EXPRESS,SGE,ANU,UP,957,False
12676,EXPRESS,MVPM,SGE,UP,964,False
12676,EXPRESS,DC,MVPM,UP,968,False
12676,EXPRESS,VRPD,DC,UP,978,False
12676,EXPRESS,NEA,VRPD,UP,987,False
12676,EXPRESS,SA,NEA,UP,989,False
12676,EXPRESS,MGSJ,SA,UP,1000,False
12676,EXPRESS,KPPR,MGSJ,UP,1002,False
12676,EXPRESS,TNT,KPPR,UP,1004,False
12676,EXPRESS,DSPT,TNT,UP,1011,False
12676,EXPRESS,LCR,DSPT,UP,1016,False
12676,EXPRESS,BQI,LCR,UP,1022,False
12676,EXPRESS,BDY,BQI,UP,1029,False
12676,EXPRESS,TNGR,BDY,UP,1035,False
12676,EXPRESS,MAP,TNGR,UP,1040,False
12676,EXPRESS,DPI,MAP,UP,1045,False
12676,EXPRESS,DST,DPI,UP,1053,False
12676,EXPRESS,SLY,DST,UP,1061,False
12676,EXPRESS,KNNT,SLY,UP,1071,False
12676,EXPRESS,KEY,KNNT,UP,1077,False
12676,EXPRESS,TPT,KEY,UP,1084,False
12676,EXPRESS,JTJ,TPT,UP,1095,False
06006,SUPERFAST,CV,ED,UP,200,False
06006,SUPERFAST,ANU,CV,UP,205,False
06006,SUPERFAST,SGE,ANU,UP,214,False
06006,SUPERFAST,MVPM,SGE,UP,221,False
06006,SUPERFAST,DC,MVPM,UP,226,False
06006,SUPERFAST,VRPD,DC,UP,237,False
06006,SUPERFAST,NEA,VRPD,UP,247,False
06006,SUPERFAST,SA,NEA,UP,250,False
06006,SUPERFAST,MGSJ,SA,UP,260,False
06006,SUPERFAST,KPPR,MGSJ,UP,263,False
06006,SUPERFAST,TNT,KPPR,UP,267,False
06006,SUPERFAST,DSPT,TNT,UP,277,False
06006,SUPERFAST,LCR,DSPT,UP,284,False
06006,SUPERFAST,BQI,LCR,UP,294,False
06006,SUPERFAST,BDY,BQI,UP,305,False
06006,SUPERFAST,TNGR,BDY,UP,315,False
06006,SUPERFAST,MAP,TNGR,UP,322,False
06006,SUPERFAST,DPI,MAP,UP,328,False
06006,SUPERFAST,DST,DPI,UP,336,False
06006,SUPERFAST,SLY,DST,UP,344,False
06006,SUPERFAST,KNNT,SLY,UP,353,False
06006,SUPERFAST,KEY,KNNT,UP,360,False
06006,SUPERFAST,TPT,KEY,UP,366,False
06006,SUPERFAST,JTJ,TPT,UP,378,False
16628,EXPRESS,CV,ED,UP,515,False
16628,EXPRESS,ANU,CV,UP,521,False
16628,EXPRESS,SGE,ANU,UP,533,False
16628,EXPRESS,MVPM,SGE,UP,540,False
16628,EXPRESS,DC,MVPM,UP,544,False
16628,EXPRESS,VRPD,DC,UP,555,False
16628,EXPRESS,NEA,VRPD,UP,564,False
16628,EXPRESS,SA,NEA,UP,566,False
16628,EXPRESS,MGSJ,SA,UP,580,False
16628,EXPRESS,KPPR,MGSJ,UP,583,False
16628,EXPRESS,TNT,KPPR,UP,585,False
16628,EXPRESS,DSPT,TNT,UP,593,False
16628,EXPRESS,LCR,DSPT,UP,599,False
16628,EXPRESS,BQI,LCR,UP,606,False
16628,EXPRESS,BDY,BQI,UP,615,False
16628,EXPRESS,TNGR,BDY,UP,623,False
16628,EXPRESS,MAP,TNGR,UP,628,False
16628,EXPRESS,DPI,MAP,UP,635,False
16628,EXPRESS,DST,DPI,UP,641,False
16628,EXPRESS,SLY,DST,UP,648,False
16628,EXPRESS,KNNT,SLY,UP,655,False
16628,EXPRESS,KEY,KNNT,UP,660,False
16628,EXPRESS,TPT,KEY,UP,665,False
16628,EXPRESS,JTJ,TPT,UP,675,False
12671,EXPRESS,JTJ,TPT,DN,1436,False
12671,EXPRESS,TPT,KEY,DN,2,False
12671,EXPRESS,KEY,KNNT,DN,10,False
12671,EXPRESS,KNNT,SLY,DN,15,False
12671,EXPRESS,SLY,DST,DN,20,False
12671,EXPRESS,DST,DPI,DN,27,False
12671,EXPRESS,DPI,MAP,DN,33,False
12671,EXPRESS,MAP,TNGR,DN,39,False
12671,EXPRESS,TNGR,BDY,DN,44,False
12671,EXPRESS,BDY,BQI,DN,49,False
12671,EXPRESS,BQI,LCR,DN,57,False
12671,EXPRESS,LCR,DSPT,DN,64,False
12671,EXPRESS,DSPT,TNT,DN,72,False
12671,EXPRESS,TNT,KPPR,DN,77,False
12671,EXPRESS,KPPR,MGSJ,DN,85,False
12671,EXPRESS,MGSJ,SA,DN,88,False
12671,EXPRESS,SA,NEA,DN,95,False
12671,EXPRESS,NEA,VRPD,DN,102,False
12671,EXPRESS,VRPD,DC,DN,104,False
12671,EXPRESS,DC,MVPM,DN,114,False
12671,EXPRESS,MVPM,SGE,DN,125,False
12671,EXPRESS,SGE,ANU,DN,129,False
12671,EXPRESS,ANU,CV,DN,136,False
12671,EXPRESS,CV,ED,DN,145,False
12757,EXPRESS,JTJ,TPT,DN,1086,False
12757,EXPRESS,TPT,KEY,DN,1092,False
12757,EXPRESS,KEY,KNNT,DN,1100,False
12757,EXPRESS,KNNT,SLY,DN,1104,False
12757,EXPRESS,SLY,DST,DN,1109,False
12757,EXPRESS,DST,DPI,DN,1116,False
12757,EXPRESS,DPI,MAP,DN,1122,False
12757,EXPRESS,MAP,TNGR,DN,1127,False
12757,EXPRESS,TNGR,BDY,DN,1132,False
12757,EXPRESS,BDY,BQI,DN,1137,False
12757,EXPRESS,BQI,LCR,DN,1144,False
12757,EXPRESS,LCR,DSPT,DN,1152,False
12757,EXPRESS,DSPT,TNT,DN,1159,False
12757,EXPRESS,TNT,KPPR,DN,1165,False
12757,EXPRESS,KPPR,MGSJ,DN,1172,False
12757,EXPRESS,MGSJ,SA,DN,1175,False
12757,EXPRESS,SA,NEA,DN,1180,False
12757,EXPRESS,NEA,VRPD,DN,1187,False
12757,EXPRESS,VRPD,DC,DN,1189,False
12757,EXPRESS,DC,MVPM,DN,1199,False
12757,EXPRESS,MVPM,SGE,DN,1210,False
12757,EXPRESS,SGE,ANU,DN,1215,False
12757,EXPRESS,ANU,CV,DN,1222,False
12757,EXPRESS,CV,ED,DN,1231,False
16687,EXPRESS,CV,ED,UP,185,False
16687,EXPRESS,ANU,CV,UP,189,False
16687,EXPRESS,SGE,ANU,UP,198,False
16687,EXPRESS,MVPM,SGE,UP,205,False
16687,EXPRESS,DC,MVPM,UP,210,False
16687,EXPRESS,VRPD,DC,UP,221,False
16687,EXPRESS,NEA,VRPD,UP,230,False
16687,EXPRESS,SA,NEA,UP,233,False
16687,EXPRESS,MGSJ,SA,UP,245,False
16687,EXPRESS,KPPR,MGSJ,UP,248,False
16687,EXPRESS,TNT,KPPR,UP,251,False
16687,EXPRESS,DSPT,TNT,UP,260,False
16687,EXPRESS,LCR,DSPT,UP,267,False
16687,EXPRESS,BQI,LCR,UP,275,False
16687,EXPRESS,BDY,BQI,UP,285,False
16687,EXPRESS,TNGR,BDY,UP,294,False
16687,EXPRESS,MAP,TNGR,UP,300,False
16687,EXPRESS,DPI,MAP,UP,306,False
16687,EXPRESS,DST,DPI,UP,312,False
16687,EXPRESS,SLY,DST,UP,320,False
16687,EXPRESS,KNNT,SLY,UP,328,False
16687,EXPRESS,KEY,KNNT,UP,334,False
16687,EXPRESS,TPT,KEY,UP,339,False
16687,EXPRESS,JTJ,TPT,UP,349,False
12680,SUPERFAST,CV,ED,UP,465,False
12680,SUPERFAST,ANU,CV,UP,469,False
12680,SUPERFAST,SGE,ANU,UP,478,False
12680,SUPERFAST,MVPM,SGE,UP,484,False
12680,SUPERFAST,DC,MVPM,UP,488,False
12680,SUPERFAST,VRPD,DC,UP,499,False
12680,SUPERFAST,NEA,VRPD,UP,508,False
12680,SUPERFAST,SA,NEA,UP,510,False
12680,SUPERFAST,MGSJ,SA,UP,520,False
12680,SUPERFAST,KPPR,MGSJ,UP,523,False
12680,SUPERFAST,TNT,KPPR,UP,525,False
12680,SUPERFAST,DSPT,TNT,UP,533,False
12680,SUPERFAST,LCR,DSPT,UP,539,False
12680,SUPERFAST,BQI,LCR,UP,546,False
12680,SUPERFAST,BDY,BQI,UP,555,False
12680,SUPERFAST,TNGR,BDY,UP,561,False
12680,SUPERFAST,MAP,TNGR,UP,566,False
12680,SUPERFAST,DPI,MAP,UP,570,False
12680,SUPERFAST,DST,DPI,UP,576,False
12680,SUPERFAST,SLY,DST,UP,584,False
12680,SUPERFAST,KNNT,SLY,UP,591,False
12680,SUPERFAST,KEY,KNNT,UP,597,False
12680,SUPERFAST,TPT,KEY,UP,602,False
12680,SUPERFAST,JTJ,TPT,UP,612,False
16669,EXPRESS,JTJ,TPT,DN,180,False
16669,EXPRESS,TPT,KEY,DN,192,False
16669,EXPRESS,KEY,KNNT,DN,200,False
16669,EXPRESS,KNNT,SLY,DN,204,False
16669,EXPRESS,SLY,DST,DN,208,False
16669,EXPRESS,DST,DPI,DN,214,False
16669,EXPRESS,DPI,MAP,DN,219,False
16669,EXPRESS,MAP,TNGR,DN,225,False
16669,EXPRESS,TNGR,BDY,DN,232,False
16669,EXPRESS,BDY,BQI,DN,240,False
16669,EXPRESS,BQI,LCR,DN,255,False
16669,EXPRESS,LCR,DSPT,DN,264,False
16669,EXPRESS,DSPT,TNT,DN,273,False
16669,EXPRESS,TNT,KPPR,DN,279,False
16669,EXPRESS,KPPR,MGSJ,DN,289,False
16669,EXPRESS,MGSJ,SA,DN,292,False
16669,EXPRESS,SA,NEA,DN,300,False
16669,EXPRESS,NEA,VRPD,DN,307,False
16669,EXPRESS,VRPD,DC,DN,310,False
16669,EXPRESS,DC,MVPM,DN,320,False
16669,EXPRESS,MVPM,SGE,DN,332,False
16669,EXPRESS,SGE,ANU,DN,340,False
16669,EXPRESS,ANU,CV,DN,357,False
16669,EXPRESS,CV,ED,DN,379,False
56840,PASSENGER,CV,ED,UP,380,False
56840,PASSENGER,ANU,CV,UP,388,False
56840,PASSENGER,SGE,ANU,UP,398,False
56840,PASSENGER,MVPM,SGE,UP,406,False
56840,PASSENGER,DC,MVPM,UP,413,False
56840,PASSENGER,VRPD,DC,UP,423,False
56840,PASSENGER,NEA,VRPD,UP,435,False
56840,PASSENGER,SA,NEA,UP,440,False
56840,PASSENGER,MGSJ,SA,UP,465,False
56840,PASSENGER,KPPR,MGSJ,UP,470,False
56840,PASSENGER,TNT,KPPR,UP,477,False
56840,PASSENGER,DSPT,TNT,UP,487,False
56840,PASSENGER,LCR,DSPT,UP,495,False
56840,PASSENGER,BQI,LCR,UP,506,False
56840,PASSENGER,BDY,BQI,UP,515,False
56840,PASSENGER,TNGR,BDY,UP,526,False
56840,PASSENGER,MAP,TNGR,UP,532,False
56840,PASSENGER,DPI,MAP,UP,540,False
56840,PASSENGER,DST,DPI,UP,548,False
56840,PASSENGER,SLY,DST,UP,558,False
56840,PASSENGER,KNNT,SLY,UP,568,False
56840,PASSENGER,KEY,KNNT,UP,574,False
56840,PASSENGER,TPT,KEY,UP,582,False
56840,PASSENGER,JTJ,TPT,UP,605,False
12626,EXPRESS,JTJ,TPT,DN,45,False
12626,EXPRESS,TPT,KEY,DN,50,False
12626,EXPRESS,KEY,KNNT,DN,58,False
12626,EXPRESS,KNNT,SLY,DN,62,False
12626,EXPRESS,SLY,DST,DN,67,False
12626,EXPRESS,DST,DPI,DN,73,False
12626,EXPRESS,DPI,MAP,DN,79,False
12626,EXPRESS,MAP,TNGR,DN,84,False
12626,EXPRESS,TNGR,BDY,DN,88,False
12626,EXPRESS,BDY,BQI,DN,93,False
12626,EXPRESS,BQI,LCR,DN,100,False
12626,EXPRESS,LCR,DSPT,DN,107,False
12626,EXPRESS,DSPT,TNT,DN,113,False
12626,EXPRESS,TNT,KPPR,DN,118,False
12626,EXPRESS,KPPR,MGSJ,DN,126,False
12626,EXPRESS,MGSJ,SA,DN,128,False
12626,EXPRESS,SA,NEA,DN,135,False
12626,EXPRESS,NEA,VRPD,DN,143,False
12626,EXPRESS,VRPD,DC,DN,147,False
12626,EXPRESS,DC,MVPM,DN,158,False
12626,EXPRESS,MVPM,SGE,DN,172,False
12626,EXPRESS,SGE,ANU,DN,178,False
12626,EXPRESS,ANU,CV,DN,187,False
12626,EXPRESS,CV,ED,DN,198,False
12243,SUPERFAST,JTJ,TPT,DN,583,False
12243,SUPERFAST,TPT,KEY,DN,589,False
12243,SUPERFAST,KEY,KNNT,DN,598,False
12243,SUPERFAST,KNNT,SLY,DN,603,False
12243,SUPERFAST,SLY,DST,DN,608,False
12243,SUPERFAST,DST,DPI,DN,615,False
12243,SUPERFAST,DPI,MAP,DN,621,False
12243,SUPERFAST,MAP,TNGR,DN,627,False
12243,SUPERFAST,TNGR,BDY,DN,632,False
12243,SUPERFAST,BDY,BQI,DN,638,False
12243,SUPERFAST,BQI,LCR,DN,646,False
12243,SUPERFAST,LCR,DSPT,DN,654,False
12243,SUPERFAST,DSPT,TNT,DN,662,False
12243,SUPERFAST,TNT,KPPR,DN,667,False
12243,SUPERFAST,KPPR,MGSJ,DN,675,False
12243,SUPERFAST,MGSJ,SA,DN,678,False
12243,SUPERFAST,SA,NEA,DN,681,False
12243,SUPERFAST,NEA,VRPD,DN,687,False
12243,SUPERFAST,VRPD,DC,DN,689,False
12243,SUPERFAST,DC,MVPM,DN,698,False
12243,SUPERFAST,MVPM,SGE,DN,708,False
12243,SUPERFAST,SGE,ANU,DN,712,False
12243,SUPERFAST,ANU,CV,DN,719,False
12243,SUPERFAST,CV,ED,DN,727,False
12644,EXPRESS,JTJ,TPT,DN,1238,False
12644,EXPRESS,TPT,KEY,DN,1243,False
12644,EXPRESS,KEY,KNNT,DN,1252,False
12644,EXPRESS,KNNT,SLY,DN,1256,False
12644,EXPRESS,SLY,DST,DN,1261,False
12644,EXPRESS,DST,DPI,DN,1267,False
12644,EXPRESS,DPI,MAP,DN,1273,False
12644,EXPRESS,MAP,TNGR,DN,1279,False
12644,EXPRESS,TNGR,BDY,DN,1283,False
12644,EXPRESS,BDY,BQI,DN,1288,False
12644,EXPRESS,BQI,LCR,DN,1296,False
12644,EXPRESS,LCR,DSPT,DN,1303,False
12644,EXPRESS,DSPT,TNT,DN,1310,False
12644,EXPRESS,TNT,KPPR,DN,1315,False
12644,EXPRESS,KPPR,MGSJ,DN,1323,False
12644,EXPRESS,MGSJ,SA,DN,1325,False
12644,EXPRESS,SA,NEA,DN,1330,False
12644,EXPRESS,NEA,VRPD,DN,1338,False
12644,EXPRESS,VRPD,DC,DN,1342,False
12644,EXPRESS,DC,MVPM,DN,1354,False
12644,EXPRESS,MVPM,SGE,DN,1368,False
12644,EXPRESS,SGE,ANU,DN,1374,False
12644,EXPRESS,ANU,CV,DN,1382,False
12644,EXPRESS,CV,ED,DN,1394,False
12690,SUPERFAST,CV,ED,UP,360,False
12690,SUPERFAST,ANU,CV,UP,364,False
12690,SUPERFAST,SGE,ANU,UP,372,False
12690,SUPERFAST,MVPM,SGE,UP,379,False
12690,SUPERFAST,DC,MVPM,UP,383,False
12690,SUPERFAST,DVBH,DC,UP,393,False
12690,SUPERFAST,NEA,VRPD,UP,402,False
12690,SUPERFAST,SA,NEA,UP,404,False
12690,SUPERFAST,MGSJ,SA,UP,415,False
12690,SUPERFAST,KPPR,MGSJ,UP,417,False
12690,SUPERFAST,TNT,KPPR,UP,420,False
12690,SUPERFAST,DSPT,TNT,UP,427,False
12690,SUPERFAST,LCR,DSPT,UP,433,False
12690,SUPERFAST,BQI,LCR,UP,440,False
12690,SUPERFAST,BDY,BQI,UP,447,False
12690,SUPERFAST,TNGR,BDY,UP,455,False
12690,SUPERFAST,MAP,TNGR,UP,460,False
12690,SUPERFAST,DPI,MAP,UP,465,False
12690,SUPERFAST,DST,DPI,UP,471,False
12690,SUPERFAST,SLY,DST,UP,478,False
12690,SUPERFAST,KNNT,SLY,UP,485,False
12690,SUPERFAST,KEY,KNNT,UP,490,False
12690,SUPERFAST,MOLK,KEY,UP,495,False
12690,SUPERFAST,JTJ,TPT,UP,505,False
12675,EXPRESS,JTJ,TPT,DN,560,False
12675,EXPRESS,TPT,KEY,DN,566,False
12675,EXPRESS,KEY,KNNT,DN,575,False
12675,EXPRESS,KNNT,SLY,DN,580,False
12675,EXPRESS,SLY,DST,DN,585,False
12675,EXPRESS,DST,DPI,DN,592,False
12675,EXPRESS,DPI,MAP,DN,599,False
12675,EXPRESS,MAP,TNGR,DN,605,False
12675,EXPRESS,TNGR,BDY,DN,610,False
12675,EXPRESS,BDY,BQI,DN,615,False
12675,EXPRESS,BQI,LCR,DN,622,False
12675,EXPRESS,LCR,DSPT,DN,630,False
12675,EXPRESS,DSPT,TNT,DN,637,False
12675,EXPRESS,TNT,KPPR,DN,643,False
12675,EXPRESS,KPPR,MGSJ,DN,650,False
12675,EXPRESS,MGSJ,SA,DN,653,False
12675,EXPRESS,SA,NEA,DN,660,False
12675,EXPRESS,NEA,VRPD,DN,667,False
12675,EXPRESS,VRPD,DC,DN,669,False
12675,EXPRESS,DC,MVPM,DN,679,False
12675,EXPRESS,MVPM,SGE,DN,690,False
12675,EXPRESS,SGE,ANU,DN,695,False
12675,EXPRESS,ANU,CV,DN,702,False
12675,EXPRESS,CV,ED,DN,711,False
12698,EXPRESS,CV,ED,UP,360,False
12698,EXPRESS,ANU,CV,UP,364,False
12698,EXPRESS,SGE,ANU,UP,372,False
12698,EXPRESS,MVPM,SGE,UP,379,False
12698,EXPRESS,DC,MVPM,UP,383,False
12698,EXPRESS,VRPD,DC,UP,393,False
12698,EXPRESS,NEA,VRPD,UP,402,False
12698,EXPRESS,SA,NEA,UP,404,False
12698,EXPRESS,MGSJ,SA,UP,415,False
12698,EXPRESS,KPPR,MGSJ,UP,418,False
12698,EXPRESS,TNT,KPPR,UP,421,False
12698,EXPRESS,DSPT,TNT,UP,431,False
12698,EXPRESS,LCR,DSPT,UP,437,False
12698,EXPRESS,BQI,LCR,UP,446,False
12698,EXPRESS,BDY,BQI,UP,456,False
12698,EXPRESS,TNGR,BDY,UP,465,False
12698,EXPRESS,MAP,TNGR,UP,472,False
12698,EXPRESS,DPI,MAP,UP,477,False
12698,EXPRESS,DST,DPI,UP,484,False
12698,EXPRESS,SLY,DST,UP,492,False
12698,EXPRESS,KNNT,SLY,UP,500,False
12698,EXPRESS,KEY,KNNT,UP,506,False
12698,EXPRESS,TPT,KEY,UP,512,False
12698,EXPRESS,JTJ,TPT,UP,522,False
12602,MAIL,CV,ED,UP,1390,False
12602,MAIL,ANU,CV,UP,1394,False
12602,MAIL,SGE,ANU,UP,1403,False
12602,MAIL,MVPM,SGE,UP,1410,False
12602,MAIL,DC,MVPM,UP,1415,False
12602,MAIL,VRPD,DC,UP,1425,False
12602,MAIL,NEA,VRPD,UP,1435,False
12602,MAIL,SA,NEA,UP,1437,False
12602,MAIL,MGSJ,SA,UP,10,False
12602,MAIL,KPPR,MGSJ,UP,13,False
12602,MAIL,TNT,KPPR,UP,15,False
12602,MAIL,DSPT,TNT,UP,24,False
12602,MAIL,LCR,DSPT,UP,30,False
12602,MAIL,BQI,LCR,UP,38,False
12602,MAIL,BDY,BQI,UP,47,False
12602,MAIL,TNGR,BDY,UP,55,False
12602,MAIL,MAP,TNGR,UP,61,False
12602,MAIL,DPI,MAP,UP,66,False
12602,MAIL,DST,DPI,UP,73,False
12602,MAIL,SLY,DST,UP,80,False
12602,MAIL,KNNT,SLY,UP,87,False
12602,MAIL,KEY,KNNT,UP,92,False
12602,MAIL,TPT,KEY,UP,97,False
12602,MAIL,JTJ,TPT,UP,107,False
12969,EXPRESS,CV,ED,UP,650,False
12969,EXPRESS,ANU,CV,UP,654,False
12969,EXPRESS,SGE,ANU,UP,663,False
12969,EXPRESS,MVPM,SGE,UP,670,False
12969,EXPRESS,DC,MVPM,UP,675,False
12969,EXPRESS,VRPD,DC,UP,686,False
12969,EXPRESS,NEA,VRPD,UP,695,False
12969,EXPRESS,SA,NEA,UP,698,False
12969,EXPRESS,MGSJ,SA,UP,710,False
12969,EXPRESS,KPPR,MGSJ,UP,713,False
12969,EXPRESS,TNT,KPPR,UP,716,False
12969,EXPRESS,DSPT,TNT,UP,725,False
12969,EXPRESS,LCR,DSPT,UP,731,False
12969,EXPRESS,BQI,LCR,UP,740,False
12969,EXPRESS,BDY,BQI,UP,749,False
12969,EXPRESS,TNGR,BDY,UP,758,False
12969,EXPRESS,MAP,TNGR,UP,764,False
12969,EXPRESS,DPI,MAP,UP,770,False
12969,EXPRESS,DST,DPI,UP,776,False
12969,EXPRESS,SLY,DST,UP,784,False
12969,EXPRESS,KNNT,SLY,UP,791,False
12969,EXPRESS,KEY,KNNT,UP,797,False
12969,EXPRESS,TPT,KEY,UP,803,False
12969,EXPRESS,JTJ,TPT,UP,813,False
13352-Slip,EXPRESS,CV,ED,UP,850,False
